foster,1,1,1,1,2016,3,10,8,5,54.634
foster,2,1,1,1,2016,3,10,8,6,36.392
foster,3,1,1,1,2016,3,10,8,6,40.222
alien,4,1,2,1,2016,3,10,8,6,48.211
foster,5,1,1,1,2016,3,10,8,6,51.533
foster,6,1,1,1,2016,3,10,8,6,55.182
foster,7,1,1,1,2016,3,10,8,6,59.074
foster,9,1,1,1,2016,3,10,8,7,12.188
foster,10,1,1,1,2016,3,10,8,7,27.534
foster,11,1,1,1,2016,3,10,8,7,30.699
foster,13,1,1,1,2016,3,10,8,7,34.69
alien,14,1,2,1,2016,3,10,8,7,38.784
alien,16,1,2,1,2016,3,10,8,7,43.242
foster,17,1,1,1,2016,3,10,8,7,47.001
alien,19,1,2,1,2016,3,10,8,7,50.802
alien,20,1,2,1,2016,3,10,8,7,54.243
foster,22,1,1,1,2016,3,10,8,8,43.537
alien,23,1,2,1,2016,3,10,8,9,0.752
foster,24,1,1,1,2016,3,10,8,9,17.133
foster,25,1,1,1,2016,3,10,8,9,45.471
foster,26,1,1,1,2016,3,10,8,9,49.222
foster,27,1,1,1,2016,3,10,8,9,58.863
foster,28,1,1,1,2016,3,10,8,10,2.976
foster,29,1,1,1,2016,3,10,8,11,3.404
alien,31,1,2,1,2016,3,10,8,11,7.185
foster,32,1,1,1,2016,3,10,8,11,10.926
alien,33,1,2,1,2016,3,10,8,11,14.941
alien,34,1,2,1,2016,3,10,8,11,52.701
foster,36,1,1,1,2016,3,10,8,12,1.806
alien,37,1,2,1,2016,3,10,8,12,35.145
foster,39,1,1,1,2016,3,10,8,13,24.289
alien,40,1,2,1,2016,3,10,8,13,59.877
alien,41,1,2,1,2016,3,10,8,14,2.954
alien,43,1,2,1,2016,3,10,8,14,7.001
foster,46,1,1,1,2016,3,10,8,16,56.66
alien,47,1,2,1,2016,3,10,8,17,4.112
foster,48,1,1,1,2016,3,10,8,17,9.593
foster,49,1,1,1,2016,3,10,8,17,15.612
alien,50,1,2,1,2016,3,10,8,17,38.012
alien,53,1,2,1,2016,3,10,8,17,41.833
alien,55,1,2,1,2016,3,10,8,17,47.841
foster,57,1,1,1,2016,3,10,8,17,53.006
foster,58,1,1,1,2016,3,10,8,17,57.001
alien,59,1,2,1,2016,3,10,8,18,1.614
alien,62,1,2,1,2016,3,10,8,18,5.776
alien,63,1,2,1,2016,3,10,8,18,49.137
foster,64,1,1,1,2016,3,10,8,18,52.517
alien,65,1,2,1,2016,3,10,8,19,0.365
foster,67,1,1,1,2016,3,10,8,19,3.491
foster,68,1,1,1,2016,3,10,8,19,7.903
foster,69,1,1,1,2016,3,10,8,19,12.916
alien,70,1,2,1,2016,3,10,8,19,18.122
alien,71,1,2,1,2016,3,10,8,19,21.625
alien,72,1,2,1,2016,3,10,8,19,32.18
alien,73,1,2,1,2016,3,10,8,19,35.797
alien,75,1,2,1,2016,3,10,8,19,48.172
alien,76,1,2,1,2016,3,10,8,19,54.069
alien,78,1,2,1,2016,3,10,8,19,57.593
alien,79,1,2,1,2016,3,10,8,20,49.591
alien,80,1,2,1,2016,3,10,8,20,53.667
