alien,1,2,2,1,2016,5,5,10,5,40.099
alien,2,2,2,1,2016,5,5,10,6,8.239
alien,3,2,2,1,2016,5,5,10,6,31.316
alien,4,2,2,1,2016,5,5,10,6,43.092
foster,5,2,1,1,2016,5,5,10,8,23.017
alien,6,2,2,1,2016,5,5,10,8,39.373
alien,7,2,2,1,2016,5,5,10,8,45.385
foster,8,2,1,1,2016,5,5,10,8,51.516
alien,10,2,2,1,2016,5,5,10,9,0.956
alien,11,2,2,1,2016,5,5,10,9,6.287
alien,12,2,2,1,2016,5,5,10,9,9.419
foster,13,2,1,1,2016,5,5,10,9,12.84
alien,16,2,2,1,2016,5,5,10,9,31.257
foster,18,2,1,1,2016,5,5,10,9,38.54
alien,20,2,2,1,2016,5,5,10,9,47.982
foster,21,2,1,1,2016,5,5,10,9,55.452
alien,22,2,2,1,2016,5,5,10,10,26.024
alien,24,2,2,1,2016,5,5,10,10,39.164
alien,26,2,2,1,2016,5,5,10,10,44.302
alien,29,2,2,1,2016,5,5,10,10,48.935
alien,31,2,2,1,2016,5,5,10,10,56.212
foster,33,2,1,1,2016,5,5,10,10,59.474
alien,34,2,2,1,2016,5,5,10,12,3.953
alien,35,2,2,1,2016,5,5,10,12,20.665
foster,38,2,1,1,2016,5,5,10,12,24.358
foster,40,2,1,1,2016,5,5,10,12,30.091
foster,41,2,1,1,2016,5,5,10,13,14.207
foster,42,2,1,1,2016,5,5,10,13,19.054
alien,46,2,2,1,2016,5,5,10,14,9.155
alien,50,2,2,1,2016,5,5,10,14,14.082
foster,52,2,1,1,2016,5,5,10,14,19.315
alien,53,2,2,1,2016,5,5,10,14,35.884
foster,58,2,1,1,2016,5,5,10,14,39.033
foster,59,1,1,1,2016,5,5,10,16,5.775
foster,61,1,1,1,2016,5,5,10,16,21.329
foster,62,1,1,1,2016,5,5,10,16,30.331
foster,64,1,1,1,2016,5,5,10,16,40.174
foster,66,1,1,1,2016,5,5,10,17,1.589
foster,67,1,1,1,2016,5,5,10,17,12.463
foster,69,1,1,1,2016,5,5,10,17,22.674
foster,73,1,1,1,2016,5,5,10,17,28.866
foster,75,1,1,1,2016,5,5,10,17,35.437
alien,77,1,2,1,2016,5,5,10,17,58.269
foster,78,1,1,1,2016,5,5,10,18,23.961
alien,79,1,2,1,2016,5,5,10,18,51.684
foster,82,1,1,1,2016,5,5,10,19,1.943
foster,84,1,1,1,2016,5,5,10,19,6.253
alien,86,1,2,1,2016,5,5,10,19,12.847
alien,87,1,2,1,2016,5,5,10,19,20.679
foster,88,1,1,1,2016,5,5,10,19,33.48
alien,89,2,2,1,2016,5,5,10,20,23.736
foster,91,2,1,1,2016,5,5,10,20,28.681
foster,92,2,1,1,2016,5,5,10,20,36.824
alien,94,2,2,1,2016,5,5,10,20,41.512
alien,95,2,2,1,2016,5,5,10,20,49.703
alien,96,2,2,1,2016,5,5,10,20,59.783
foster,98,2,1,1,2016,5,5,10,21,7.905
alien,99,2,2,1,2016,5,5,10,21,12.344
foster,100,2,1,1,2016,5,5,10,21,15.481
foster,102,2,1,1,2016,5,5,10,22,10.514
