foster,1,1,1,1,2016,4,14,10,16,29.317
foster,2,1,1,1,2016,4,14,10,19,20.881
foster,4,1,1,1,2016,4,14,10,20,6.925
alien,5,1,2,1,2016,4,14,10,20,34.373
foster,6,1,1,1,2016,4,14,10,21,12.546
foster,7,1,1,1,2016,4,14,10,21,26.838
foster,8,1,1,1,2016,4,14,10,21,32.242
foster,10,1,1,1,2016,4,14,10,21,45.768
foster,11,1,1,1,2016,4,14,10,22,3.735
foster,13,1,1,1,2016,4,14,10,22,15.565
foster,14,1,1,1,2016,4,14,10,22,31.153
alien,15,1,2,1,2016,4,14,10,22,41.096
alien,18,1,2,1,2016,4,14,10,22,46.221
foster,19,1,1,1,2016,4,14,10,22,51.058
alien,20,1,2,1,2016,4,14,10,23,1.345
alien,21,1,2,1,2016,4,14,10,27,32.165
foster,22,1,1,1,2016,4,14,10,27,38.313
alien,25,1,2,1,2016,4,14,10,28,0.786
foster,26,1,1,1,2016,4,14,10,28,31.223
foster,27,1,1,1,2016,4,14,10,28,45.203
foster,29,1,1,1,2016,4,14,10,29,12.456
alien,33,2,2,1,2016,4,14,10,31,51.372
alien,34,2,2,1,2016,4,14,10,33,9.872
alien,37,2,2,1,2016,4,14,10,33,23.683
alien,38,2,2,1,2016,4,14,10,33,31.671
alien,39,2,2,1,2016,4,14,10,33,37.147
foster,40,1,1,1,2016,4,14,10,43,16.588
foster,42,1,1,1,2016,4,14,10,43,36.783
alien,45,1,2,1,2016,4,14,10,43,51.089
alien,48,1,2,1,2016,4,14,10,43,54.651
foster,51,1,1,1,2016,4,14,10,43,58.511
alien,55,1,2,1,2016,4,14,10,45,55.067
foster,59,1,1,1,2016,4,14,10,46,2.01
alien,60,2,2,1,2016,4,14,10,46,16.144
alien,61,2,2,1,2016,4,14,10,46,19.507
alien,63,2,2,1,2016,4,14,10,46,24.216
alien,65,2,2,1,2016,4,14,10,47,0.445
foster,66,1,1,1,2016,4,14,10,49,41.184
foster,67,1,1,1,2016,4,14,10,49,51.352
alien,69,2,2,1,2016,4,14,10,54,9.846
alien,70,2,2,1,2016,4,14,10,54,22.195
alien,71,2,2,1,2016,4,14,10,56,57.18
foster,72,2,1,1,2016,4,14,10,59,59.036
foster,73,1,1,1,2016,4,14,11,2,56.088
foster,76,1,1,1,2016,4,14,11,3,4.289
alien,77,2,2,1,2016,4,14,11,3,7.645
alien,79,2,2,1,2016,4,14,11,3,26.062
alien,80,2,2,1,2016,4,14,11,3,29.142
foster,81,2,1,1,2016,4,14,11,9,9.498
alien,82,2,2,1,2016,4,14,11,9,28.01
alien,84,2,2,1,2016,4,14,11,10,7.304
alien,85,2,2,1,2016,4,14,11,23,8.926
alien,86,2,2,1,2016,4,14,11,23,16.714
alien,88,2,2,1,2016,4,14,11,23,20.106
foster,92,1,1,1,2016,4,14,11,27,9.044
foster,93,1,1,1,2016,4,14,11,27,30.084
foster,94,1,1,1,2016,4,14,11,27,39.739
foster,97,1,1,1,2016,4,14,11,27,49.723
foster,98,1,1,1,2016,4,14,11,27,54.984
alien,100,1,2,1,2016,4,14,11,28,2.467
