alien,1,2,2,1,2016,4,17,10,13,45.766
alien,2,2,2,1,2016,4,17,10,14,14.508
alien,3,2,2,1,2016,4,17,10,14,31.345
alien,4,2,2,1,2016,4,17,10,14,39.648
foster,5,2,1,1,2016,4,17,10,14,50.938
alien,6,2,2,1,2016,4,17,10,15,10.894
alien,7,2,2,1,2016,4,17,10,15,28.909
foster,8,2,1,1,2016,4,17,10,15,33.199
alien,9,2,2,1,2016,4,17,10,15,46.713
alien,11,2,2,1,2016,4,17,10,15,58.281
alien,12,2,2,1,2016,4,17,10,16,2.287
foster,13,2,1,1,2016,4,17,10,16,13.573
alien,14,2,2,1,2016,4,17,10,16,19.741
foster,15,2,1,1,2016,4,17,10,19,6.061
alien,16,2,2,1,2016,4,17,10,19,12.072
foster,19,2,1,1,2016,4,17,10,19,19.201
alien,20,2,2,1,2016,4,17,10,19,32.607
alien,21,2,2,1,2016,4,17,10,19,42.405
alien,23,2,2,1,2016,4,17,10,19,45.439
alien,24,2,2,1,2016,4,17,10,19,48.637
alien,25,2,2,1,2016,4,17,10,20,1.225
foster,27,2,1,1,2016,4,17,10,20,9.849
alien,28,2,2,1,2016,4,17,10,20,15.575
alien,29,2,2,1,2016,4,17,10,20,18.747
foster,32,2,1,1,2016,4,17,10,20,31.068
foster,33,2,1,1,2016,4,17,10,24,51.673
foster,34,1,1,1,2016,4,17,10,27,8.361
foster,36,1,1,1,2016,4,17,10,27,16.14
foster,37,1,1,1,2016,4,17,10,27,29.303
foster,38,1,1,1,2016,4,17,10,27,35.522
foster,40,1,1,1,2016,4,17,10,27,54.913
foster,42,1,1,1,2016,4,17,10,28,0.151
foster,43,1,1,1,2016,4,17,10,28,4.802
foster,46,1,1,1,2016,4,17,10,28,14.201
foster,48,1,1,1,2016,4,17,10,28,53.273
foster,49,1,1,1,2016,4,17,10,29,5.681
foster,50,1,1,1,2016,4,17,10,29,16.214
alien,51,1,2,1,2016,4,17,10,29,21.421
foster,53,1,1,1,2016,4,17,10,29,44.991
foster,54,1,1,1,2016,4,17,10,30,4.905
alien,55,1,2,1,2016,4,17,10,30,55.778
alien,57,1,2,1,2016,4,17,10,31,9.423
alien,58,1,2,1,2016,4,17,10,31,13.155
foster,59,1,1,1,2016,4,17,10,31,16.487
foster,60,1,1,1,2016,4,17,10,31,37.008
alien,61,1,2,1,2016,4,17,10,32,14.845
alien,62,1,2,1,2016,4,17,10,32,17.956
foster,63,1,1,1,2016,4,17,10,32,21.748
foster,66,1,1,1,2016,4,17,10,32,27.462
alien,67,1,2,1,2016,4,17,10,32,53.393
foster,68,1,1,1,2016,4,17,10,33,46.896
foster,69,1,1,1,2016,4,17,10,34,8.975
foster,70,1,1,1,2016,4,17,10,34,16.893
foster,71,1,1,1,2016,4,17,10,34,51.618
foster,72,1,1,1,2016,4,17,10,35,0.02
alien,75,1,2,1,2016,4,17,10,35,5.846
alien,77,1,2,1,2016,4,17,10,35,11.396
alien,79,1,2,1,2016,4,17,10,35,16.238
alien,80,1,2,1,2016,4,17,10,35,23.389
alien,83,1,2,1,2016,4,17,10,35,28.305
