Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,17,8,5,39.771
1,0,1,2017,11,17,9,18,43.131
2,0,1,2017,11,17,9,23,45.085
3,0,1,2017,11,17,9,23,50.508
4,1,0,2017,11,17,10,46,2.968
5,0,1,2017,11,17,10,48,15.421
6,0,1,2017,11,17,10,48,22.384
7,0,1,2017,11,17,10,48,26.231
8,0,1,2017,11,17,10,48,29.069
9,0,1,2017,11,17,10,48,30.288
10,0,1,2017,11,17,11,35,16.734
11,0,1,2017,11,17,11,35,22.918
12,0,1,2017,11,17,11,35,46.333
13,0,1,2017,11,17,11,36,9.642
14,0,1,2017,11,17,11,36,12.897
15,0,1,2017,11,17,11,36,16.589
16,0,1,2017,11,17,11,36,20.45
17,0,1,2017,11,17,11,36,23.071
18,1,0,2017,11,17,13,37,59.2
19,0,1,2017,11,17,14,5,5.62
20,0,1,2017,11,17,16,43,50.212
21,0,1,2017,11,17,16,44,0.651
22,0,1,2017,11,17,16,44,1.653
