Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,30,17,15,38.907
1,0,1,2017,11,30,17,40,34.127
2,0,1,2017,11,30,17,40,35.508
3,1,0,2017,11,30,17,43,4.096
4,0,1,2017,11,30,18,20,46.094
5,1,0,2017,11,30,18,24,22.61
6,1,0,2017,11,30,18,26,39.692
7,1,0,2017,11,30,18,26,56.312
8,1,0,2017,11,30,18,26,56.529
9,1,0,2017,11,30,18,26,56.749
10,1,0,2017,11,30,18,27,10.684
11,1,0,2017,11,30,18,29,24.924
12,1,0,2017,11,30,18,31,9.397
13,1,0,2017,11,30,18,32,50.015
14,1,0,2017,11,30,18,34,14.82
15,1,0,2017,11,30,18,34,18.07
16,1,0,2017,11,30,18,34,18.397
17,1,0,2017,11,30,18,34,42.09
18,1,0,2017,11,30,18,34,56.904
19,1,0,2017,11,30,18,35,23.945
