Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,11,8,5,56.138
1,0,1,2017,11,11,10,2,7.644
2,0,1,2017,11,11,13,14,42.028
3,0,1,2017,11,11,13,14,47.794
4,0,1,2017,11,11,13,14,52.001
5,0,1,2017,11,11,15,4,45.34
6,0,1,2017,11,11,15,4,46.613
7,0,1,2017,11,11,15,5,17.058
8,0,1,2017,11,11,15,5,18.493
9,0,1,2017,11,11,15,5,23.924
10,0,1,2017,11,11,15,5,24.224
11,0,1,2017,11,11,15,54,39.728
12,0,1,2017,11,11,15,54,41.538
13,0,1,2017,11,11,15,54,44.991
14,0,1,2017,11,11,15,54,51.613
15,0,1,2017,11,11,15,57,22.432
16,0,1,2017,11,11,15,57,25.433
17,0,1,2017,11,11,16,30,39.449
18,0,1,2017,11,11,16,30,45.291
19,0,1,2017,11,11,16,30,45.566
20,1,0,2017,11,11,17,24,31.352
21,1,0,2017,11,11,17,24,35.698
22,1,0,2017,11,11,17,28,6.187
23,1,0,2017,11,11,17,28,7.253
24,1,0,2017,11,11,17,28,7.499
25,1,0,2017,11,11,17,28,7.565
26,1,0,2017,11,11,17,31,33.459
27,1,0,2017,11,11,17,31,34.654
28,1,0,2017,11,11,17,31,39.455
29,1,0,2017,11,11,17,32,14.242
30,1,0,2017,11,11,17,37,48.128
31,1,0,2017,11,11,18,22,32.379
32,1,0,2017,11,11,18,22,51.146
33,1,0,2017,11,11,18,26,24.542
34,1,0,2017,11,11,18,27,23.916
35,1,0,2017,11,11,18,27,34.656
36,1,0,2017,11,11,18,28,15.121
37,1,0,2017,11,11,18,29,43.935
38,1,0,2017,11,11,18,29,47.596
39,1,0,2017,11,11,18,29,50.706
40,1,0,2017,11,11,18,30,22.365
41,1,0,2017,11,11,18,30,33.624
42,1,0,2017,11,11,18,30,47.275
43,0,1,2017,11,11,18,52,11.24
