Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,14,8,5,35.251
1,1,0,2017,11,14,12,33,20.352
2,1,0,2017,11,14,12,33,22.95
3,1,0,2017,11,14,12,33,26.628
4,1,0,2017,11,14,12,33,34.355
5,1,0,2017,11,14,12,33,37.541
6,1,0,2017,11,14,12,33,42.598
7,1,0,2017,11,14,12,34,15.853
8,1,0,2017,11,14,13,2,14.421
9,1,0,2017,11,14,13,2,14.514
10,1,0,2017,11,14,13,2,23.096
11,1,0,2017,11,14,13,25,3.874
12,1,0,2017,11,14,13,38,59.178
13,1,0,2017,11,14,13,40,48.2
14,1,0,2017,11,14,13,40,59.65
15,1,0,2017,11,14,13,41,0.572
