outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,12,7,7,20,43.088
1,2,1,2017,12,7,9,24,47.268
2,2,1,2017,12,7,9,24,48.721
3,2,1,2017,12,7,9,24,52.456
4,2,1,2017,12,7,9,25,7.507
5,2,2,2017,12,7,9,25,12.227
6,2,1,2017,12,7,9,25,36.708
7,2,1,2017,12,7,9,25,41.097
8,2,2,2017,12,7,9,25,46.063
9,2,1,2017,12,7,9,25,54.744
10,2,1,2017,12,7,9,26,7.393
11,2,1,2017,12,7,9,26,14.702
12,2,2,2017,12,7,9,26,29.753
13,2,1,2017,12,7,9,26,40.142
14,2,2,2017,12,7,9,26,49.313
15,2,1,2017,12,7,9,26,57.135
16,2,2,2017,12,7,9,30,24.77
17,2,1,2017,12,7,9,30,33.878
18,2,1,2017,12,7,9,30,50.686
19,2,1,2017,12,7,9,30,57.394
20,2,1,2017,12,7,9,31,31.242
21,2,1,2017,12,7,9,33,28.52
22,2,2,2017,12,7,9,33,35.653
23,2,1,2017,12,7,9,33,48.35
24,2,1,2017,12,7,9,34,4.671
25,2,2,2017,12,7,9,34,35.07
26,2,2,2017,12,7,9,34,44.51
27,2,2,2017,12,7,9,34,49.903
28,2,2,2017,12,7,9,35,1.648
29,2,1,2017,12,7,9,36,1.973
30,2,1,2017,12,7,9,36,29.703
31,2,2,2017,12,7,9,36,34.242
32,2,1,2017,12,7,9,36,43.369
33,2,2,2017,12,7,9,36,51.061
34,2,1,2017,12,7,9,36,54.181
35,2,1,2017,12,7,9,37,14.233
36,2,1,2017,12,7,9,37,22.834
37,2,2,2017,12,7,9,37,26.729
38,2,1,2017,12,7,9,37,37.308
39,2,2,2017,12,7,9,37,43.279
40,2,2,2017,12,7,9,37,52.206
41,2,1,2017,12,7,9,38,27.041
42,2,1,2017,12,7,9,39,2.919
43,2,2,2017,12,7,9,39,8.283
44,2,1,2017,12,7,9,39,29.716
45,2,2,2017,12,7,9,39,34.948
46,2,1,2017,12,7,9,39,41.865
47,2,2,2017,12,7,9,39,55.07
48,2,2,2017,12,7,9,40,28.798
49,2,1,2017,12,7,9,40,48.537
50,2,2,2017,12,7,9,40,58.929
51,2,2,2017,12,7,9,41,7.316
52,2,2,2017,12,7,9,41,19.816
53,2,2,2017,12,7,9,41,24.843
54,2,2,2017,12,7,9,41,29.086
55,2,2,2017,12,7,9,42,3.182
56,2,2,2017,12,7,9,42,14.187
57,2,2,2017,12,7,9,42,33.827
58,2,2,2017,12,7,9,42,52.516
59,2,2,2017,12,7,9,42,59.986
60,2,2,2017,12,7,9,47,18.115
