Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,27,7,51,27.381
1,1,1,2017,11,27,7,51,43.299
2,1,0,2017,11,27,7,52,19.871
3,1,0,2017,11,27,7,59,17.361
4,1,0,2017,11,27,8,3,34.078
5,1,0,2017,11,27,8,3,34.256
6,0,1,2017,11,27,8,5,21.312
7,0,1,2017,11,27,8,5,30.975
8,0,1,2017,11,27,8,5,46.727
9,1,0,2017,11,27,8,6,42.684
10,1,0,2017,11,27,8,8,8.274
11,1,0,2017,11,27,8,9,15.59
12,1,0,2017,11,27,8,10,28.543
13,0,1,2017,11,27,8,19,8.415
14,0,1,2017,11,27,8,19,10.82
15,0,1,2017,11,27,8,19,40.927
16,0,1,2017,11,27,8,19,42.046
17,0,1,2017,11,27,8,26,57.591
18,1,0,2017,11,27,8,30,24.466
19,0,1,2017,11,27,8,31,19.461
20,0,1,2017,11,27,8,31,19.721
21,0,1,2017,11,27,8,32,40.624
22,0,1,2017,11,27,8,33,55.214
23,0,1,2017,11,27,8,35,18.517
24,0,1,2017,11,27,8,35,26.293
25,0,1,2017,11,27,8,36,38.884
26,0,1,2017,11,27,8,40,29.865
27,1,0,2017,11,27,8,46,16.497
28,1,0,2017,11,27,8,46,17.674
29,1,0,2017,11,27,8,46,59.617
30,1,0,2017,11,27,8,49,40.555
31,0,1,2017,11,27,8,50,54.937
32,0,1,2017,11,27,8,57,29.852
33,1,0,2017,11,27,8,58,22.236
34,1,0,2017,11,27,9,10,59.367
35,1,0,2017,11,27,9,11,14.529
36,1,0,2017,11,27,9,11,38.044
37,1,0,2017,11,27,9,11,38.14
38,0,1,2017,11,27,9,24,26.805
39,0,1,2017,11,27,9,25,10.359
40,1,0,2017,11,27,9,41,40.125
41,1,0,2017,11,27,9,43,2.873
42,1,0,2017,11,27,9,46,20.936
43,1,0,2017,11,27,10,7,2.74
44,1,0,2017,11,27,10,10,57.023
45,1,0,2017,11,27,10,11,48.498
46,1,0,2017,11,27,10,12,54.933
47,1,0,2017,11,27,10,12,58.025
48,1,0,2017,11,27,10,12,58.399
49,1,0,2017,11,27,10,13,11.456
50,1,0,2017,11,27,10,13,11.912
51,1,0,2017,11,27,10,27,21.833
52,1,0,2017,11,27,10,31,47.791
53,1,0,2017,11,27,10,32,0.219
54,1,0,2017,11,27,10,33,59.173
55,1,0,2017,11,27,10,34,6.824
56,1,0,2017,11,27,10,36,21.958
57,0,1,2017,11,27,10,42,28.319
58,0,1,2017,11,27,10,47,58.535
59,0,1,2017,11,27,10,49,11.697
60,1,0,2017,11,27,11,3,20.181
61,1,0,2017,11,27,11,3,20.977
62,1,0,2017,11,27,11,3,22.438
63,1,0,2017,11,27,11,3,31.439
64,1,0,2017,11,27,11,3,32.802
65,1,0,2017,11,27,11,3,34.921
66,1,0,2017,11,27,11,3,37.688
67,1,0,2017,11,27,11,3,38.443
68,1,0,2017,11,27,11,3,52.561
69,1,0,2017,11,27,11,6,8.004
70,1,0,2017,11,27,11,6,26.829
