Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,12,8,5,51.317
1,1,0,2017,11,12,8,25,50.479
2,1,0,2017,11,12,8,25,55.788
3,1,0,2017,11,12,8,26,2.045
4,1,0,2017,11,12,10,23,50.588
5,1,0,2017,11,12,10,23,50.689
6,1,0,2017,11,12,10,23,58.669
7,1,0,2017,11,12,10,24,2.487
8,1,0,2017,11,12,10,55,40.936
9,0,1,2017,11,12,11,55,53.924
10,0,1,2017,11,12,11,55,56.251
11,0,1,2017,11,12,11,55,56.291
12,1,0,2017,11,12,13,13,47.227
13,1,0,2017,11,12,13,16,43.415
14,1,0,2017,11,12,13,16,49.475
15,1,0,2017,11,12,13,16,51.228
16,1,0,2017,11,12,13,17,0.099
17,0,1,2017,11,12,14,8,48.833
18,0,1,2017,11,12,14,8,53.848
19,0,1,2017,11,12,14,9,8.197
20,0,1,2017,11,12,14,9,13.936
21,0,1,2017,11,12,14,9,18.839
22,1,0,2017,11,12,15,31,19.699
23,1,0,2017,11,12,15,31,42.662
24,1,0,2017,11,12,15,31,44.217
25,1,0,2017,11,12,15,31,51.073
26,1,0,2017,11,12,15,31,56.275
27,1,0,2017,11,12,15,32,3.003
28,1,0,2017,11,12,15,51,36.914
29,1,0,2017,11,12,15,51,54.728
30,0,1,2017,11,12,15,51,57.31
31,0,1,2017,11,12,15,54,40.003
32,0,1,2017,11,12,15,54,40.039
33,1,0,2017,11,12,16,22,53.331
34,0,1,2017,11,12,17,14,51.781
35,0,1,2017,11,12,17,14,58.749
36,0,1,2017,11,12,17,14,59.489
37,1,0,2017,11,12,17,37,50.523
38,1,0,2017,11,12,17,37,50.891
39,1,0,2017,11,12,17,38,6.382
40,1,0,2017,11,12,17,38,20.56
41,1,0,2017,11,12,17,38,21.039
42,0,1,2017,11,12,17,41,29.518
43,1,0,2017,11,12,18,2,27.332
44,1,0,2017,11,12,18,7,41.183
45,1,0,2017,11,12,18,7,48.336
46,1,0,2017,11,12,18,8,32.349
47,1,0,2017,11,12,18,16,6.024
