Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,26,8,5,57.059
1,0,1,2017,11,26,8,10,10.6
2,0,1,2017,11,26,8,10,15.497
3,0,1,2017,11,26,8,11,27.693
4,0,1,2017,11,26,8,12,22.91
5,0,1,2017,11,26,8,12,22.95
6,0,1,2017,11,26,8,22,16.393
7,0,1,2017,11,26,8,24,8.006
8,0,1,2017,11,26,8,24,8.455
9,0,1,2017,11,26,8,27,51.132
10,1,0,2017,11,26,8,32,51.657
11,1,0,2017,11,26,8,33,0.874
12,1,0,2017,11,26,8,33,26.657
13,1,0,2017,11,26,8,37,39.563
14,1,0,2017,11,26,8,37,41.066
15,1,0,2017,11,26,8,37,41.309
16,1,0,2017,11,26,8,38,34.888
17,1,0,2017,11,26,8,48,56.466
18,1,0,2017,11,26,8,48,56.508
19,1,0,2017,11,26,8,53,3.267
20,1,0,2017,11,26,8,53,14.851
21,1,0,2017,11,26,8,53,29.476
22,1,0,2017,11,26,8,54,23.693
23,1,0,2017,11,26,8,54,24.003
24,1,0,2017,11,26,9,2,31.343
25,1,0,2017,11,26,9,2,32.059
26,0,1,2017,11,26,9,7,14.641
27,1,0,2017,11,26,9,11,0.129
28,0,1,2017,11,26,9,23,36.695
29,0,1,2017,11,26,9,24,32.054
30,0,1,2017,11,26,9,24,32.107
31,0,1,2017,11,26,9,25,3.309
32,0,1,2017,11,26,9,25,4.382
33,1,0,2017,11,26,9,37,32.638
34,1,0,2017,11,26,9,37,36.468
35,1,0,2017,11,26,9,37,37.29
36,1,0,2017,11,26,9,37,38.065
37,1,0,2017,11,26,9,37,44.145
38,1,0,2017,11,26,9,38,36.152
39,1,0,2017,11,26,9,38,40.985
40,1,0,2017,11,26,9,51,31.006
41,1,0,2017,11,26,9,51,37.372
42,0,1,2017,11,26,9,51,55.954
43,0,1,2017,11,26,9,52,1.286
44,0,1,2017,11,26,9,52,2.263
45,0,1,2017,11,26,9,52,2.433
46,0,1,2017,11,26,9,52,3.486
47,0,1,2017,11,26,9,52,3.855
48,0,1,2017,11,26,9,52,4.74
49,0,1,2017,11,26,9,52,11.233
50,0,1,2017,11,26,9,52,11.335
51,0,1,2017,11,26,9,52,11.454
52,0,1,2017,11,26,9,52,11.563
53,0,1,2017,11,26,9,52,11.643
54,0,1,2017,11,26,9,52,13.983
55,0,1,2017,11,26,9,52,14.627
56,0,1,2017,11,26,9,52,15.47
57,0,1,2017,11,26,9,52,17.086
58,0,1,2017,11,26,9,52,17.323
59,0,1,2017,11,26,9,52,20.579
60,0,1,2017,11,26,9,52,26.904
61,0,1,2017,11,26,9,52,27.22
62,0,1,2017,11,26,9,52,31.3
63,0,1,2017,11,26,9,52,38.261
64,1,0,2017,11,26,10,5,16.751
65,0,1,2017,11,26,10,8,15.156
66,0,1,2017,11,26,10,8,34.747
67,0,1,2017,11,26,10,8,52.835
68,0,1,2017,11,26,10,9,25.026
69,0,1,2017,11,26,10,10,12.879
70,0,1,2017,11,26,10,14,51.44
71,0,1,2017,11,26,10,38,13.198
72,0,1,2017,11,26,10,38,14.113
73,0,1,2017,11,26,10,38,14.346
