outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,11,18,8,5,49.038
1,2,1,2017,11,18,9,9,7.796
2,2,1,2017,11,18,9,11,53.222
3,2,1,2017,11,18,9,57,51.949
4,1,2,2017,11,18,10,19,11.232
5,2,1,2017,11,18,10,32,19.263
6,2,1,2017,11,18,10,33,21.198
7,2,1,2017,11,18,10,35,6.164
8,2,1,2017,11,18,10,35,38.332
9,2,2,2017,11,18,10,38,26.95
10,2,1,2017,11,18,10,38,32.08
11,2,1,2017,11,18,10,38,45.722
12,2,2,2017,11,18,10,39,43.121
13,2,1,2017,11,18,10,39,50.23
14,2,1,2017,11,18,10,40,10.36
15,2,1,2017,11,18,10,40,17.97
16,2,2,2017,11,18,10,41,21.984
17,2,1,2017,11,18,10,45,37.372
18,2,2,2017,11,18,10,47,47.28
19,2,1,2017,11,18,10,47,56.035
20,2,2,2017,11,18,10,58,29.234
21,2,1,2017,11,18,10,58,35.009
22,2,1,2017,11,18,11,1,25.345
23,2,1,2017,11,18,11,1,55.586
24,2,1,2017,11,18,11,2,5.719
25,2,1,2017,11,18,11,2,11.951
26,2,2,2017,11,18,11,2,18.48
27,2,1,2017,11,18,11,2,30.863
28,2,1,2017,11,18,11,2,35.331
29,2,2,2017,11,18,11,2,57.662
30,2,2,2017,11,18,11,5,37.034
31,2,2,2017,11,18,11,10,0.29
32,2,2,2017,11,18,11,10,5.368
33,2,1,2017,11,18,11,10,9.989
34,2,1,2017,11,18,11,10,16.1
35,2,2,2017,11,18,11,10,32.641
36,2,1,2017,11,18,11,14,9.032
37,2,2,2017,11,18,11,14,17.424
38,2,1,2017,11,18,11,37,17.494
39,2,1,2017,11,18,11,37,39.975
40,2,1,2017,11,18,11,38,3.901
41,2,2,2017,11,18,11,38,10.661
42,2,1,2017,11,18,11,38,38.705
43,2,2,2017,11,18,11,38,43.618
44,2,2,2017,11,18,11,38,49.556
45,2,1,2017,11,18,11,39,7.032
46,2,1,2017,11,18,11,39,11.953
47,2,2,2017,11,18,11,39,22.145
48,2,2,2017,11,18,11,39,27.487
49,2,2,2017,11,18,11,39,33.873
50,2,2,2017,11,18,11,39,47.742
51,2,2,2017,11,18,11,39,55.924
52,2,2,2017,11,18,11,40,6.315
53,2,2,2017,11,18,11,40,22.044
54,2,2,2017,11,18,11,40,39.208
55,1,2,2017,11,18,11,45,21.438
56,1,2,2017,11,18,11,45,24.507
57,2,2,2017,11,18,11,48,35.894
58,2,2,2017,11,18,11,51,16.474
59,2,2,2017,11,18,11,51,55.637
60,2,2,2017,11,18,11,51,59.999
