outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,11,22,8,5,46.514
1,2,1,2017,11,22,9,16,22.499
2,2,1,2017,11,22,9,20,10.866
3,2,1,2017,11,22,9,25,43.399
4,1,2,2017,11,22,9,27,31.155
5,1,2,2017,11,22,9,28,3.253
6,2,1,2017,11,22,9,28,35.31
7,2,1,2017,11,22,9,50,28.462
8,2,1,2017,11,22,9,51,3.734
9,2,1,2017,11,22,10,10,51.222
10,2,2,2017,11,22,10,11,53.386
11,2,1,2017,11,22,10,21,10.251
12,2,1,2017,11,22,10,21,48.378
13,2,2,2017,11,22,10,22,17.066
14,2,1,2017,11,22,10,22,32.955
15,1,2,2017,11,22,10,33,23.526
16,1,2,2017,11,22,10,34,2.16
17,2,1,2017,11,22,10,35,39.338
18,1,2,2017,11,22,10,35,39.624
19,2,1,2017,11,22,10,41,45.243
20,2,1,2017,11,22,10,41,51.788
21,2,1,2017,11,22,10,52,0.86
22,2,1,2017,11,22,10,52,18.223
23,2,2,2017,11,22,10,56,13.31
24,2,1,2017,11,22,10,56,19.569
25,2,1,2017,11,22,11,2,27.142
26,2,2,2017,11,22,11,4,42.973
27,2,1,2017,11,22,11,5,28.875
28,2,1,2017,11,22,11,6,12.342
29,2,1,2017,11,22,11,6,55.725
30,2,2,2017,11,22,11,7,50.085
31,2,1,2017,11,22,11,7,57.473
32,2,2,2017,11,22,11,8,13.094
33,2,1,2017,11,22,11,8,16.541
34,2,2,2017,11,22,11,8,56.767
35,2,1,2017,11,22,11,9,54.057
36,2,1,2017,11,22,11,9,59.385
37,2,1,2017,11,22,11,10,35.486
38,2,1,2017,11,22,11,10,59.91
39,2,1,2017,11,22,11,11,19.149
40,2,2,2017,11,22,11,11,26.452
41,2,1,2017,11,22,11,11,30.825
42,2,1,2017,11,22,11,11,35.924
43,2,2,2017,11,22,11,11,46.638
44,2,2,2017,11,22,11,12,1.556
45,2,2,2017,11,22,11,12,22.298
46,1,2,2017,11,22,11,17,23.691
47,2,1,2017,11,22,11,20,16.355
48,2,2,2017,11,22,11,31,1.204
49,2,2,2017,11,22,11,31,11.74
50,2,2,2017,11,22,11,34,31.891
51,2,2,2017,11,22,11,35,11.227
52,2,2,2017,11,22,11,35,17.345
53,2,2,2017,11,22,11,35,33.317
54,2,2,2017,11,22,11,35,44.922
55,2,2,2017,11,22,12,58,17.88
56,2,2,2017,11,22,13,26,54.878
57,1,2,2017,11,22,13,52,54.259
58,2,2,2017,11,22,13,59,36.116
59,2,2,2017,11,22,13,59,53.466
60,2,2,2017,11,22,14,0,17.937
