outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,11,23,8,5,55.639
1,2,1,2017,11,23,9,6,15.189
2,2,1,2017,11,23,9,23,39.397
3,2,1,2017,11,23,9,47,3.73
4,2,1,2017,11,23,9,47,26.955
5,2,2,2017,11,23,9,54,47.843
6,2,1,2017,11,23,9,56,4.11
7,2,1,2017,11,23,9,56,8.448
8,2,2,2017,11,23,10,4,39.198
9,2,1,2017,11,23,10,5,22.097
10,2,1,2017,11,23,10,24,4.964
11,2,1,2017,11,23,10,24,9.336
12,2,2,2017,11,23,10,24,15.106
13,2,1,2017,11,23,10,24,21.312
14,2,2,2017,11,23,10,24,50.18
15,2,1,2017,11,23,10,24,55.757
16,2,2,2017,11,23,10,29,55.59
17,2,1,2017,11,23,10,31,33.12
18,2,1,2017,11,23,10,31,38.654
19,2,1,2017,11,23,10,34,11.655
20,2,1,2017,11,23,10,34,19.247
21,2,1,2017,11,23,10,34,29.109
22,2,2,2017,11,23,10,36,20.789
23,2,1,2017,11,23,10,41,59.368
24,2,1,2017,11,23,10,42,12.696
25,2,2,2017,11,23,10,42,43.501
26,2,2,2017,11,23,10,42,47.484
27,2,2,2017,11,23,10,42,51.321
28,2,2,2017,11,23,10,43,6.333
29,2,1,2017,11,23,10,43,9.896
30,2,1,2017,11,23,10,46,15.597
31,2,2,2017,11,23,10,46,20.895
32,2,1,2017,11,23,10,46,34.599
33,2,2,2017,11,23,10,46,52.366
34,2,1,2017,11,23,10,46,56.868
35,2,1,2017,11,23,10,47,14.607
36,2,1,2017,11,23,10,47,49.738
37,2,2,2017,11,23,10,53,14.925
38,2,1,2017,11,23,11,16,29.434
39,2,2,2017,11,23,11,32,37.716
40,2,2,2017,11,23,11,33,2.929
41,1,2,2017,11,23,11,34,29.395
42,1,2,2017,11,23,11,34,56.479
43,1,2,2017,11,23,11,35,13.335
44,2,1,2017,11,23,11,37,56.154
45,2,2,2017,11,23,11,38,0.366
46,2,2,2017,11,23,11,40,39.087
47,2,2,2017,11,23,11,41,35.22
48,2,1,2017,11,23,13,19,43.119
49,1,2,2017,11,23,13,20,33.585
50,2,1,2017,11,23,13,20,36.514
51,2,2,2017,11,23,13,41,1.006
52,2,2,2017,11,23,13,41,43.621
53,2,2,2017,11,23,13,52,40.335
54,1,2,2017,11,23,14,35,6.508
55,1,2,2017,11,23,14,36,30.089
56,1,2,2017,11,23,14,37,56.429
57,2,1,2017,11,23,14,39,20.846
58,2,2,2017,11,23,14,39,47.57
59,2,2,2017,11,23,14,40,4.754
60,2,1,2017,11,23,14,40,14.305
