Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,12,6,7,20,43.8
1,1,0,2017,12,6,7,28,31.956
2,1,0,2017,12,6,7,28,57.532
3,1,0,2017,12,6,7,28,58.172
4,1,0,2017,12,6,7,28,59.056
5,1,0,2017,12,6,7,29,12.499
6,1,0,2017,12,6,7,29,49.522
7,1,0,2017,12,6,7,29,54.087
8,1,0,2017,12,6,7,34,28.034
9,1,0,2017,12,6,7,34,31.852
10,1,0,2017,12,6,7,34,33.224
11,1,0,2017,12,6,7,34,34.631
12,1,0,2017,12,6,7,36,36.601
13,1,0,2017,12,6,7,36,37.37
14,0,1,2017,12,6,7,48,26.102
15,0,1,2017,12,6,7,50,14.536
16,1,0,2017,12,6,7,51,28.52
17,0,1,2017,12,6,7,53,3.525
18,1,0,2017,12,6,7,57,4.63
19,0,1,2017,12,6,8,8,23.401
20,0,1,2017,12,6,8,9,12.827
21,0,1,2017,12,6,8,15,11.522
22,0,1,2017,12,6,8,15,12.625
23,0,1,2017,12,6,8,17,12.412
24,1,0,2017,12,6,8,30,46.916
25,1,0,2017,12,6,8,30,47.188
26,1,0,2017,12,6,8,30,47.809
27,1,0,2017,12,6,8,30,49.526
28,0,1,2017,12,6,9,14,28.895
29,0,1,2017,12,6,9,39,45.809
30,1,0,2017,12,6,10,2,44.229
31,1,0,2017,12,6,10,3,30.393
32,1,0,2017,12,6,10,3,30.6
33,1,0,2017,12,6,10,3,33.849
34,1,0,2017,12,6,10,3,40.985
35,1,0,2017,12,6,10,3,41.212
36,1,0,2017,12,6,10,3,51.741
37,1,0,2017,12,6,10,4,1.507
38,1,0,2017,12,6,10,8,1.033
39,1,0,2017,12,6,10,8,1.922
40,1,0,2017,12,6,10,8,28.554
41,1,0,2017,12,6,10,8,30.634
42,1,0,2017,12,6,10,8,30.711
43,1,0,2017,12,6,10,8,30.974
44,1,0,2017,12,6,10,31,3.817
45,0,1,2017,12,6,10,32,45.222
46,1,0,2017,12,6,10,36,44.206
47,1,0,2017,12,6,10,39,12.802
48,1,0,2017,12,6,10,39,20.339
49,1,0,2017,12,6,10,46,48.473
50,1,0,2017,12,6,10,47,36.565
51,1,0,2017,12,6,11,1,41.694
52,1,0,2017,12,6,11,2,58.713
53,0,1,2017,12,6,11,9,11.466
54,0,1,2017,12,6,11,9,57.044
55,1,0,2017,12,6,11,10,14.402
56,1,0,2017,12,6,11,27,40.273
57,0,1,2017,12,6,11,42,21.18
58,0,1,2017,12,6,11,42,21.257
59,1,0,2017,12,6,11,46,2.397
60,1,0,2017,12,6,11,46,4.553
61,1,0,2017,12,6,12,11,34.373
62,1,0,2017,12,6,12,11,40.044
63,1,0,2017,12,6,12,11,59.772
64,1,0,2017,12,6,12,12,1.082
65,1,0,2017,12,6,12,12,5.623
66,1,0,2017,12,6,12,12,5.753
67,1,0,2017,12,6,12,12,15.857
68,1,0,2017,12,6,12,12,31.549
69,1,0,2017,12,6,12,12,34.346
70,1,0,2017,12,6,12,12,34.574
71,1,0,2017,12,6,12,12,34.766
72,1,0,2017,12,6,12,12,37.333
73,1,0,2017,12,6,12,22,31.107
74,0,1,2017,12,6,12,23,15.013
75,0,1,2017,12,6,12,23,24.19
76,0,1,2017,12,6,12,23,24.659
77,0,1,2017,12,6,12,23,27.903
78,1,0,2017,12,6,12,23,54.425
79,1,0,2017,12,6,12,23,55.444
80,1,0,2017,12,6,12,23,56.691
81,0,1,2017,12,6,12,24,41.172
82,0,1,2017,12,6,12,24,57.309
83,0,1,2017,12,6,12,25,17.716
84,0,1,2017,12,6,12,25,17.925
