Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
85,0,1,2017,12,6,12,25,29.76
86,0,1,2017,12,6,12,25,29.936
87,0,1,2017,12,6,12,25,32.031
88,0,1,2017,12,6,12,25,39.289
89,0,1,2017,12,6,12,25,54.324
90,0,1,2017,12,6,12,25,56.315
91,0,1,2017,12,6,12,28,6.365
92,0,1,2017,12,6,12,28,8.708
93,0,1,2017,12,6,12,28,11.4
94,1,0,2017,12,6,12,36,46.685
95,1,0,2017,12,6,12,36,59.662
96,1,0,2017,12,6,12,37,3.104
97,1,0,2017,12,6,12,37,4.992
98,1,0,2017,12,6,12,37,9.205
99,1,0,2017,12,6,12,37,11.692
100,1,0,2017,12,6,12,37,13.106
101,1,0,2017,12,6,12,37,14.306
102,1,0,2017,12,6,12,37,27.193
103,1,0,2017,12,6,12,37,28.424
104,1,0,2017,12,6,12,37,38.193
105,1,0,2017,12,6,12,37,39.383
106,1,0,2017,12,6,12,37,41.188
107,1,0,2017,12,6,12,37,42.171
108,1,0,2017,12,6,12,37,42.519
109,1,0,2017,12,6,12,45,53.973
110,1,0,2017,12,6,12,45,57.714
111,1,0,2017,12,6,12,46,4.379
112,1,0,2017,12,6,12,46,4.736
113,1,0,2017,12,6,12,46,7.344
114,1,0,2017,12,6,12,46,9.079
115,1,0,2017,12,6,12,46,18.209
116,1,0,2017,12,6,12,46,19.499
117,1,0,2017,12,6,12,46,21.173
118,1,0,2017,12,6,12,46,24.591
119,1,0,2017,12,6,12,46,26.114
120,1,0,2017,12,6,12,46,28.607
121,1,0,2017,12,6,12,46,32.613
122,1,0,2017,12,6,12,46,34.462
123,1,0,2017,12,6,12,46,46.28
124,1,0,2017,12,6,12,46,47.178
125,1,0,2017,12,6,12,46,48.307
126,1,0,2017,12,6,12,46,50.203
127,1,0,2017,12,6,12,46,51.387
128,1,0,2017,12,6,12,46,58.539
129,1,0,2017,12,6,12,47,1.242
130,1,0,2017,12,6,12,47,48.364
131,1,0,2017,12,6,12,47,50.092
132,1,0,2017,12,6,12,48,20.387
133,1,0,2017,12,6,12,48,25.73
134,1,0,2017,12,6,12,48,39.68
135,1,0,2017,12,6,12,49,0.216
136,1,0,2017,12,6,12,49,0.621
137,0,1,2017,12,6,12,49,38.166
138,0,1,2017,12,6,12,49,38.799
139,0,1,2017,12,6,12,51,5.232
140,0,1,2017,12,6,12,52,29.514
141,0,1,2017,12,6,13,1,29.793
142,0,1,2017,12,6,13,4,38.075
143,1,0,2017,12,6,16,24,22.375
144,0,1,2017,12,6,16,37,40.964
145,1,0,2017,12,6,16,37,58.332
146,1,0,2017,12,6,16,43,47.887
147,1,0,2017,12,6,16,43,50.086
148,0,1,2017,12,6,16,48,17.126
149,0,1,2017,12,6,16,52,44.674
150,0,1,2017,12,6,18,39,31.805
