Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,12,3,7,20,44.304
1,0,1,2017,12,3,7,44,14.159
2,0,1,2017,12,3,7,45,6.316
3,1,0,2017,12,3,7,45,10.202
4,0,1,2017,12,3,7,47,7.56
5,1,0,2017,12,3,7,47,8.496
6,1,0,2017,12,3,7,47,8.788
7,1,0,2017,12,3,7,47,10.082
8,1,0,2017,12,3,8,5,18.916
9,1,0,2017,12,3,8,6,16.337
10,1,0,2017,12,3,8,7,25.719
11,1,0,2017,12,3,8,7,55.459
12,1,0,2017,12,3,8,7,55.794
13,1,0,2017,12,3,8,8,12.815
14,1,0,2017,12,3,8,8,18.059
15,1,0,2017,12,3,8,16,6.967
16,1,0,2017,12,3,8,16,28.782
17,1,0,2017,12,3,8,20,29.856
18,1,0,2017,12,3,8,21,32.213
19,1,0,2017,12,3,8,32,25.176
20,1,0,2017,12,3,8,32,37.275
21,1,0,2017,12,3,8,33,4.691
22,1,0,2017,12,3,8,33,40.667
23,1,0,2017,12,3,8,33,58.548
24,0,1,2017,12,3,8,34,16.184
25,1,0,2017,12,3,8,34,22.233
26,0,1,2017,12,3,8,34,38.554
27,1,0,2017,12,3,8,34,57.968
28,1,0,2017,12,3,8,35,51.267
29,1,0,2017,12,3,8,38,41.921
30,1,0,2017,12,3,8,39,25.11
31,1,0,2017,12,3,9,7,40.632
32,1,0,2017,12,3,9,8,5.225
33,1,0,2017,12,3,9,8,41.698
34,1,0,2017,12,3,9,9,52.142
35,1,0,2017,12,3,9,10,27.292
36,1,0,2017,12,3,9,11,53.184
37,0,1,2017,12,3,9,21,35.01
38,1,0,2017,12,3,9,35,51.701
39,1,0,2017,12,3,9,39,2.7
40,1,0,2017,12,3,9,39,22.137
41,1,0,2017,12,3,9,41,46.976
42,1,0,2017,12,3,9,42,52.985
43,1,0,2017,12,3,9,43,5.339
44,1,0,2017,12,3,9,47,23.08
45,1,0,2017,12,3,9,59,36.849
46,1,0,2017,12,3,9,59,36.974
47,1,0,2017,12,3,10,0,48.655
48,1,0,2017,12,3,10,0,54.583
49,1,0,2017,12,3,10,1,4.388
50,1,0,2017,12,3,10,1,30.099
51,1,0,2017,12,3,10,41,54.537
52,1,0,2017,12,3,10,41,54.713
53,1,0,2017,12,3,10,42,45.587
54,1,0,2017,12,3,10,43,6.585
55,1,0,2017,12,3,10,43,39.407
56,1,0,2017,12,3,10,43,39.507
57,1,0,2017,12,3,10,44,51.494
58,1,0,2017,12,3,11,9,2.694
59,1,0,2017,12,3,11,11,51.512
60,1,0,2017,12,3,11,13,4.824
61,1,0,2017,12,3,11,15,7.203
62,1,0,2017,12,3,11,56,40.926
63,1,0,2017,12,3,12,3,1.606
64,1,0,2017,12,3,12,9,51.139
65,1,0,2017,12,3,12,9,51.303
66,1,0,2017,12,3,12,23,31.673
67,1,0,2017,12,3,12,23,32.653
68,1,0,2017,12,3,12,42,27.246
69,1,0,2017,12,3,12,45,55.417
70,1,0,2017,12,3,14,21,58.106
71,0,1,2017,12,3,14,22,36.553
72,1,0,2017,12,3,14,22,37.03
73,1,0,2017,12,3,14,22,37.128
74,0,1,2017,12,3,14,29,51.971
75,1,0,2017,12,3,14,57,27.214
76,0,1,2017,12,3,15,22,8.754
77,0,1,2017,12,3,15,22,12.498
78,0,1,2017,12,3,15,22,14.811
79,0,1,2017,12,3,15,22,15.275
80,0,1,2017,12,3,15,22,16.762
81,0,1,2017,12,3,15,22,19.248
82,0,1,2017,12,3,15,22,19.467
83,0,1,2017,12,3,15,22,19.854
84,0,1,2017,12,3,15,22,20.333
85,0,1,2017,12,3,15,22,33.845
86,0,1,2017,12,3,15,22,42.087
87,1,0,2017,12,3,15,26,0.685
88,1,0,2017,12,3,15,26,27.405
89,1,0,2017,12,3,15,32,6.828
90,1,0,2017,12,3,15,34,0.612
91,1,0,2017,12,3,15,36,24.416
92,0,1,2017,12,3,15,37,1.398
93,1,0,2017,12,3,15,54,4.297
94,1,0,2017,12,3,15,54,5.354
95,1,0,2017,12,3,15,54,8.818
96,1,0,2017,12,3,15,54,18.199
97,1,0,2017,12,3,15,54,20.6
98,1,0,2017,12,3,15,54,22.414
99,1,0,2017,12,3,16,3,22.316
100,1,0,2017,12,3,16,3,25.559
101,1,0,2017,12,3,16,31,13.011
102,1,0,2017,12,3,16,56,21.403
103,1,0,2017,12,3,16,56,23.925
104,1,0,2017,12,3,18,50,7.402
105,1,0,2017,12,3,18,53,36.3
