Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,12,7,7,20,43.091
1,1,0,2017,12,7,7,26,2.498
2,1,0,2017,12,7,7,26,3.926
3,0,1,2017,12,7,7,31,14.054
4,1,0,2017,12,7,7,31,45.723
5,1,0,2017,12,7,7,31,46.868
6,1,0,2017,12,7,7,31,46.969
7,1,0,2017,12,7,7,31,47.847
8,1,0,2017,12,7,7,32,5.794
9,1,0,2017,12,7,7,32,9.337
10,1,0,2017,12,7,7,32,23.98
11,1,0,2017,12,7,7,32,26.533
12,1,0,2017,12,7,7,32,26.803
13,1,0,2017,12,7,7,32,28.268
14,1,0,2017,12,7,7,33,48.409
15,1,0,2017,12,7,7,35,3.57
16,1,0,2017,12,7,7,50,23.797
17,0,1,2017,12,7,8,20,14.359
18,0,1,2017,12,7,8,42,43.942
19,1,0,2017,12,7,8,43,27.667
20,0,1,2017,12,7,8,50,15.465
21,1,0,2017,12,7,9,9,29.565
22,1,0,2017,12,7,9,10,24.164
23,1,0,2017,12,7,9,18,40.301
24,1,0,2017,12,7,9,18,40.34
25,0,1,2017,12,7,9,36,35.665
26,0,1,2017,12,7,10,12,50.085
27,0,1,2017,12,7,10,26,25.946
28,0,1,2017,12,7,10,26,28.447
29,0,1,2017,12,7,10,26,29.091
30,0,1,2017,12,7,10,26,29.434
31,0,1,2017,12,7,10,26,58.637
32,0,1,2017,12,7,10,27,1.27
33,0,1,2017,12,7,10,27,3.189
34,0,1,2017,12,7,10,27,4.421
35,0,1,2017,12,7,10,27,5.424
36,0,1,2017,12,7,10,40,46.88
37,1,0,2017,12,7,10,52,7.602
38,1,0,2017,12,7,10,53,53.653
39,1,0,2017,12,7,11,1,8.283
40,1,0,2017,12,7,11,1,10.635
41,1,0,2017,12,7,11,1,55.849
42,1,0,2017,12,7,11,7,42.301
43,1,0,2017,12,7,11,11,14.409
44,1,0,2017,12,7,11,12,2.253
45,1,0,2017,12,7,11,31,41.823
46,1,0,2017,12,7,12,6,3.343
47,1,0,2017,12,7,12,6,4.892
48,1,0,2017,12,7,12,6,6.536
49,1,0,2017,12,7,12,6,7.546
50,1,0,2017,12,7,12,46,12.495
51,1,0,2017,12,7,12,51,11.144
52,1,0,2017,12,7,12,51,11.796
53,0,1,2017,12,7,12,56,9.656
54,1,0,2017,12,7,13,6,28.495
55,1,0,2017,12,7,13,6,48.092
56,1,0,2017,12,7,13,41,53.806
57,1,0,2017,12,7,13,47,7.341
58,1,0,2017,12,7,13,48,11.311
59,1,0,2017,12,7,13,52,1.558
60,1,0,2017,12,7,15,30,45.662
61,1,0,2017,12,7,15,34,50.331
62,0,1,2017,12,7,16,30,50.248
63,1,0,2017,12,7,16,50,25.472
64,1,0,2017,12,7,16,51,25.504
65,1,0,2017,12,7,16,51,25.671
66,1,0,2017,12,7,17,2,12.104
67,1,0,2017,12,7,17,2,12.272
68,1,0,2017,12,7,17,2,12.441
69,0,1,2017,12,7,17,2,18.807
70,0,1,2017,12,7,18,48,6.301
