outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,11,29,7,20,26.868
1,2,1,2017,11,29,9,45,50.068
2,2,1,2017,11,29,9,54,33.561
3,2,1,2017,11,29,9,54,41.957
4,2,2,2017,11,29,9,54,55.099
5,2,1,2017,11,29,10,1,52.054
6,2,1,2017,11,29,10,1,58.297
7,2,2,2017,11,29,10,21,55.018
8,2,1,2017,11,29,10,22,1.093
9,2,1,2017,11,29,10,22,8.574
10,2,1,2017,11,29,10,22,11.606
11,2,2,2017,11,29,10,22,16.433
12,2,1,2017,11,29,10,22,23.965
13,2,2,2017,11,29,10,22,54.5
14,2,1,2017,11,29,10,22,58.083
15,2,2,2017,11,29,10,23,2.477
16,2,1,2017,11,29,10,23,6.488
17,2,1,2017,11,29,10,23,9.864
18,2,1,2017,11,29,10,23,13.326
19,2,1,2017,11,29,10,23,18.704
20,2,1,2017,11,29,10,23,28.631
21,2,2,2017,11,29,10,24,16.711
22,2,1,2017,11,29,10,24,46.012
23,2,1,2017,11,29,10,24,49.018
24,2,2,2017,11,29,10,24,56.353
25,2,2,2017,11,29,10,25,8.694
26,2,2,2017,11,29,10,25,50.96
27,2,2,2017,11,29,10,26,16.459
28,2,1,2017,11,29,10,26,25.395
29,2,1,2017,11,29,10,27,16.468
30,2,2,2017,11,29,10,27,26.939
31,2,1,2017,11,29,10,27,30.831
32,1,2,2017,11,29,10,40,44.931
33,2,1,2017,11,29,10,41,8.297
34,1,2,2017,11,29,11,10,29.147
35,1,2,2017,11,29,11,11,34.536
36,1,2,2017,11,29,11,12,18.728
37,1,2,2017,11,29,11,12,27.247
38,1,2,2017,11,29,11,12,31.123
39,1,2,2017,11,29,11,12,56.738
40,1,2,2017,11,29,11,13,16.327
41,1,2,2017,11,29,11,14,26.4
42,1,2,2017,11,29,11,15,49.618
43,1,2,2017,11,29,11,16,9.708
44,1,2,2017,11,29,11,16,12.794
45,1,1,2017,11,29,11,16,32.929
46,1,2,2017,11,29,11,16,38.661
47,1,2,2017,11,29,11,16,53.801
48,1,1,2017,11,29,11,17,9.956
49,1,1,2017,11,29,11,17,19.609
50,1,1,2017,11,29,11,17,32.582
51,1,2,2017,11,29,11,17,42.606
52,1,2,2017,11,29,11,17,55.34
53,1,1,2017,11,29,11,18,10.864
54,1,1,2017,11,29,11,18,22.978
55,1,2,2017,11,29,11,18,31.042
56,1,2,2017,11,29,11,18,51.139
57,1,1,2017,11,29,11,19,9.284
58,1,2,2017,11,29,11,20,17.088
59,1,1,2017,11,29,11,20,33.184
