outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,12,3,7,20,44.302
1,2,1,2017,12,3,9,14,2.104
2,2,1,2017,12,3,9,14,5.209
3,2,1,2017,12,3,9,15,47.196
4,2,1,2017,12,3,9,15,51.868
5,2,2,2017,12,3,9,16,4.202
6,2,1,2017,12,3,9,17,24.246
7,2,1,2017,12,3,9,17,27.881
8,2,2,2017,12,3,9,17,39.36
9,2,1,2017,12,3,9,18,7.225
10,2,1,2017,12,3,9,18,11.996
11,2,1,2017,12,3,9,18,19.58
12,2,2,2017,12,3,9,18,30.767
13,2,1,2017,12,3,9,18,44
14,2,2,2017,12,3,9,18,47.219
15,2,1,2017,12,3,9,18,53.203
16,2,2,2017,12,3,9,18,58.037
17,2,1,2017,12,3,9,19,9.498
18,2,1,2017,12,3,9,19,14.237
19,2,1,2017,12,3,9,19,17.357
20,2,1,2017,12,3,9,19,23.315
21,2,1,2017,12,3,9,19,34.49
22,2,2,2017,12,3,9,19,41.649
23,2,1,2017,12,3,9,19,48.475
24,2,1,2017,12,3,9,19,55.091
25,2,2,2017,12,3,9,20,0.519
26,2,2,2017,12,3,9,20,5.22
27,2,2,2017,12,3,9,20,14.706
28,2,2,2017,12,3,9,20,32.338
29,2,1,2017,12,3,9,20,48.272
30,2,1,2017,12,3,9,20,51.61
31,2,2,2017,12,3,9,21,29.333
32,2,1,2017,12,3,9,21,42.36
33,2,2,2017,12,3,9,21,46.98
34,1,2,2017,12,3,9,21,56.532
35,1,2,2017,12,3,9,22,23.274
36,2,1,2017,12,3,9,24,38.744
37,2,2,2017,12,3,9,24,42.659
38,2,2,2017,12,3,9,24,47.14
39,2,2,2017,12,3,9,24,58.151
40,2,1,2017,12,3,9,25,3.725
41,2,1,2017,12,3,9,26,20.071
42,2,2,2017,12,3,9,26,27.006
43,2,1,2017,12,3,9,26,49.211
44,2,2,2017,12,3,9,26,57.83
45,2,1,2017,12,3,9,27,3.315
46,2,1,2017,12,3,9,27,7.054
47,2,1,2017,12,3,9,27,10.141
48,2,2,2017,12,3,9,27,18.255
49,2,1,2017,12,3,9,27,23.242
50,2,2,2017,12,3,9,27,28.334
51,2,2,2017,12,3,9,27,38
52,2,1,2017,12,3,9,28,55.995
53,2,2,2017,12,3,9,29,0.133
54,2,2,2017,12,3,9,29,26.06
55,2,2,2017,12,3,9,30,10.215
56,2,2,2017,12,3,9,30,46.889
57,2,2,2017,12,3,9,31,3.826
58,2,2,2017,12,3,9,31,9.71
59,1,2,2017,12,3,9,31,26.025
60,1,2,2017,12,3,9,32,10.111
