Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,12,4,7,20,56.211
1,0,1,2017,12,4,7,22,53.893
2,0,1,2017,12,4,7,22,55.321
3,0,1,2017,12,4,7,23,26.349
4,0,1,2017,12,4,7,23,26.395
5,1,0,2017,12,4,7,42,17.255
6,1,0,2017,12,4,7,44,6.877
7,1,0,2017,12,4,7,44,18.486
8,0,1,2017,12,4,7,45,16.696
9,1,0,2017,12,4,8,1,11.734
10,1,0,2017,12,4,8,1,14.712
11,1,0,2017,12,4,8,1,14.78
12,1,0,2017,12,4,8,1,14.813
13,1,0,2017,12,4,8,8,32.93
14,1,0,2017,12,4,8,8,33.019
15,1,0,2017,12,4,8,17,46.148
16,1,0,2017,12,4,8,17,46.845
17,1,0,2017,12,4,8,19,36.552
18,1,0,2017,12,4,8,19,51.374
19,1,0,2017,12,4,8,19,51.609
20,1,0,2017,12,4,8,19,53.716
21,1,0,2017,12,4,8,31,21.195
22,1,0,2017,12,4,8,33,25.539
23,1,0,2017,12,4,8,36,48.474
24,0,1,2017,12,4,8,37,49.033
25,1,0,2017,12,4,8,38,27.656
26,0,1,2017,12,4,8,39,31.042
27,0,1,2017,12,4,8,39,31.29
28,1,0,2017,12,4,8,41,34.332
29,1,0,2017,12,4,8,41,57.089
30,1,0,2017,12,4,8,41,57.255
31,1,0,2017,12,4,8,42,3.615
32,1,0,2017,12,4,8,42,30.394
33,1,0,2017,12,4,8,46,11.116
34,1,0,2017,12,4,8,47,31.234
35,1,0,2017,12,4,8,57,46.087
36,1,0,2017,12,4,8,57,53.591
37,1,0,2017,12,4,8,58,2.282
38,1,0,2017,12,4,8,58,41.844
39,1,0,2017,12,4,8,58,54.03
40,1,0,2017,12,4,9,1,36.559
41,0,1,2017,12,4,9,19,2.68
42,0,1,2017,12,4,9,25,27.36
43,0,1,2017,12,4,9,25,28.702
44,0,1,2017,12,4,9,26,32.403
45,0,1,2017,12,4,9,26,35.664
46,0,1,2017,12,4,9,39,56.166
47,0,1,2017,12,4,9,39,59.006
48,1,0,2017,12,4,9,44,54.637
49,1,0,2017,12,4,9,44,56.236
50,1,0,2017,12,4,9,52,45.886
51,1,0,2017,12,4,10,6,59.481
52,1,0,2017,12,4,10,7,28.113
53,1,0,2017,12,4,10,7,28.374
54,1,0,2017,12,4,10,20,56.988
55,0,1,2017,12,4,10,23,39.518
56,0,1,2017,12,4,10,24,34.49
57,1,0,2017,12,4,10,26,52.442
58,1,0,2017,12,4,10,28,8.735
59,1,0,2017,12,4,10,28,16.086
60,0,1,2017,12,4,10,29,28.161
61,0,1,2017,12,4,10,30,27.414
62,0,1,2017,12,4,10,31,19.601
63,0,1,2017,12,4,10,31,20.275
64,0,1,2017,12,4,10,50,7.514
65,0,1,2017,12,4,10,50,8.199
66,0,1,2017,12,4,11,7,38.007
67,1,0,2017,12,4,11,16,49.363
68,1,0,2017,12,4,11,16,51.568
69,1,0,2017,12,4,11,16,53.048
70,1,0,2017,12,4,11,16,53.159
71,1,0,2017,12,4,11,16,54.783
72,1,0,2017,12,4,11,22,39.117
73,0,1,2017,12,4,11,23,2.732
74,0,1,2017,12,4,11,23,2.895
75,1,0,2017,12,4,11,24,44.858
76,1,0,2017,12,4,11,26,13.522
77,1,0,2017,12,4,11,27,57.617
78,1,0,2017,12,4,11,28,26.264
79,1,0,2017,12,4,11,32,59.926
80,1,0,2017,12,4,11,40,33.315
81,1,0,2017,12,4,11,43,52.291
82,1,0,2017,12,4,11,43,56.236
83,1,0,2017,12,4,11,44,2.382
84,1,0,2017,12,4,11,44,55.061
85,1,0,2017,12,4,11,44,55.268
86,1,0,2017,12,4,12,4,4.233
87,1,0,2017,12,4,12,4,26.064
88,1,0,2017,12,4,12,30,51.604
89,1,0,2017,12,4,12,33,5.705
90,0,1,2017,12,4,12,33,29.477
91,1,0,2017,12,4,12,38,6.085
92,1,0,2017,12,4,12,38,6.859
93,1,0,2017,12,4,13,10,22.755
94,1,0,2017,12,4,13,18,35.538
95,1,0,2017,12,4,13,35,37.81
96,1,0,2017,12,4,13,35,38.756
97,1,0,2017,12,4,13,35,45.32
98,1,0,2017,12,4,13,35,46.328
99,1,0,2017,12,4,13,35,48.109
100,1,0,2017,12,4,13,36,24.076
101,1,0,2017,12,4,13,36,25.626
102,1,0,2017,12,4,13,36,28.984
103,0,1,2017,12,4,13,39,14.021
104,1,0,2017,12,4,13,40,39.913
105,1,0,2017,12,4,13,43,46.561
106,0,1,2017,12,4,14,25,2.388
107,1,0,2017,12,4,14,33,38.977
108,1,0,2017,12,4,14,54,32.118
109,0,1,2017,12,4,16,18,42.873
