Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,12,10,7,20,28.575
1,1,0,2017,12,10,7,23,22.847
2,1,0,2017,12,10,7,23,22.906
3,1,0,2017,12,10,7,23,23.742
4,0,1,2017,12,10,7,31,51.511
5,1,0,2017,12,10,7,41,11.773
6,1,0,2017,12,10,7,44,27.776
7,1,0,2017,12,10,7,53,10.116
8,0,1,2017,12,10,7,54,49.696
9,0,1,2017,12,10,7,57,58.522
10,0,1,2017,12,10,7,58,27.114
11,1,0,2017,12,10,8,4,36.989
12,1,0,2017,12,10,8,23,34.197
13,1,0,2017,12,10,8,31,37.247
14,1,0,2017,12,10,8,33,48.487
15,1,0,2017,12,10,8,34,15.525
16,1,0,2017,12,10,8,50,16.866
17,1,0,2017,12,10,8,58,52.705
18,1,0,2017,12,10,8,59,25.373
19,0,1,2017,12,10,9,6,29.013
20,0,1,2017,12,10,9,6,46.584
21,0,1,2017,12,10,9,8,54.38
22,0,1,2017,12,10,9,13,46.046
23,0,1,2017,12,10,9,15,17.654
24,0,1,2017,12,10,9,15,31.295
25,0,1,2017,12,10,9,15,32.548
26,0,1,2017,12,10,9,18,49.171
27,0,1,2017,12,10,9,20,53.154
28,0,1,2017,12,10,9,33,50.893
29,0,1,2017,12,10,9,37,27.277
30,0,1,2017,12,10,9,39,30.332
31,0,1,2017,12,10,9,39,30.535
32,0,1,2017,12,10,9,39,41.44
33,0,1,2017,12,10,9,39,42.328
34,0,1,2017,12,10,9,40,31.917
35,0,1,2017,12,10,9,40,32.489
36,0,1,2017,12,10,9,40,53.439
37,0,1,2017,12,10,9,43,58.948
38,0,1,2017,12,10,9,44,0.379
39,0,1,2017,12,10,9,44,0.669
40,0,1,2017,12,10,9,44,50.8
41,0,1,2017,12,10,9,44,50.847
42,1,0,2017,12,10,9,47,27.304
43,1,0,2017,12,10,9,47,27.882
44,1,0,2017,12,10,9,47,27.917
45,0,1,2017,12,10,9,56,18.594
46,1,0,2017,12,10,9,57,3.199
47,0,1,2017,12,10,9,57,53.944
48,0,1,2017,12,10,9,59,19.39
49,1,0,2017,12,10,10,0,33.101
50,1,0,2017,12,10,10,2,28.195
51,0,1,2017,12,10,10,17,40.138
52,0,1,2017,12,10,10,18,1.779
53,0,1,2017,12,10,10,18,6.558
54,0,1,2017,12,10,10,19,26.708
55,0,1,2017,12,10,10,28,23.106
56,0,1,2017,12,10,10,30,17.567
57,1,0,2017,12,10,10,30,39.821
58,0,1,2017,12,10,10,37,31.662
59,0,1,2017,12,10,10,42,33.036
60,0,1,2017,12,10,10,50,46.161
61,1,0,2017,12,10,11,11,8.94
62,1,0,2017,12,10,11,11,9.009
63,1,0,2017,12,10,11,11,22.063
64,1,0,2017,12,10,11,11,26.689
65,1,0,2017,12,10,11,12,54.306
66,1,0,2017,12,10,11,12,55.469
67,1,0,2017,12,10,11,12,55.828
68,1,0,2017,12,10,11,13,13.149
69,1,0,2017,12,10,11,13,14.152
70,1,0,2017,12,10,11,13,16.473
71,1,0,2017,12,10,11,13,43.645
72,1,0,2017,12,10,11,13,44.552
73,1,0,2017,12,10,11,14,2.91
74,1,0,2017,12,10,11,14,3.125
75,0,1,2017,12,10,11,18,26.331
76,0,1,2017,12,10,11,18,26.751
77,1,0,2017,12,10,11,19,51.881
78,0,1,2017,12,10,11,23,17.991
79,0,1,2017,12,10,11,23,18.205
80,0,1,2017,12,10,11,23,20.461
81,1,0,2017,12,10,11,32,19.294
82,1,0,2017,12,10,11,32,19.364
83,0,1,2017,12,10,11,34,29.18
84,0,1,2017,12,10,11,34,49.266
85,1,0,2017,12,10,12,4,4.413
86,0,1,2017,12,10,12,33,4.338
87,1,0,2017,12,10,12,45,29.888
88,1,0,2017,12,10,12,51,53.938
89,0,1,2017,12,10,13,27,51.674
90,1,0,2017,12,10,13,39,4.354
91,1,0,2017,12,10,13,39,5.819
92,1,0,2017,12,10,13,39,6.674
93,1,0,2017,12,10,13,39,6.856
94,1,0,2017,12,10,14,12,19.063
95,1,0,2017,12,10,14,14,53.616
96,1,0,2017,12,10,14,14,54.445
97,1,0,2017,12,10,14,23,53.844
98,0,1,2017,12,10,14,27,41.881
99,0,1,2017,12,10,14,27,42.006
100,0,1,2017,12,10,14,27,42.543
101,0,1,2017,12,10,14,27,43.231
102,0,1,2017,12,10,14,27,43.281
103,0,1,2017,12,10,14,27,43.898
104,0,1,2017,12,10,14,27,45.221
105,0,1,2017,12,10,14,27,51.135
106,0,1,2017,12,10,14,28,10.049
107,0,1,2017,12,10,14,28,16.204
108,0,1,2017,12,10,14,28,17.793
109,0,1,2017,12,10,14,28,18.346
110,0,1,2017,12,10,14,28,22.107
111,0,1,2017,12,10,14,28,36.834
112,0,1,2017,12,10,14,28,42.677
113,1,0,2017,12,10,14,43,46.482
114,0,1,2017,12,10,14,48,25.303
115,1,0,2017,12,10,14,59,25.832
116,1,0,2017,12,10,16,25,49.336
117,1,0,2017,12,10,16,37,20.312
118,0,1,2017,12,10,16,39,30.468
119,0,1,2017,12,10,16,39,34.093
120,0,1,2017,12,10,16,39,48.919
121,0,1,2017,12,10,16,39,48.974
