outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,12,1,7,20,37.281
1,2,1,2017,12,1,9,36,31.633
2,2,1,2017,12,1,9,36,50.244
3,2,1,2017,12,1,9,37,5.832
4,2,1,2017,12,1,9,37,8.887
5,2,2,2017,12,1,9,37,30.312
6,2,1,2017,12,1,9,38,39.205
7,2,1,2017,12,1,9,39,17.877
8,2,2,2017,12,1,9,39,21.004
9,2,1,2017,12,1,9,39,35.731
10,2,1,2017,12,1,9,41,24.783
11,2,1,2017,12,1,9,41,28.323
12,2,2,2017,12,1,9,41,31.988
13,2,1,2017,12,1,9,41,35.333
14,2,2,2017,12,1,9,41,44.591
15,2,1,2017,12,1,9,41,54.068
16,2,2,2017,12,1,9,49,16.99
17,2,1,2017,12,1,9,50,49.931
18,2,1,2017,12,1,9,50,54.387
19,2,1,2017,12,1,9,51,21.222
20,2,1,2017,12,1,9,52,17.688
21,2,1,2017,12,1,9,52,21.713
22,2,2,2017,12,1,9,52,26.938
23,2,1,2017,12,1,9,52,44.71
24,2,1,2017,12,1,10,0,37.682
25,2,2,2017,12,1,10,0,41.022
26,2,2,2017,12,1,10,0,49.033
27,1,2,2017,12,1,10,2,52.624
28,1,2,2017,12,1,10,3,23.3
29,1,2,2017,12,1,10,3,57.074
30,1,2,2017,12,1,10,4,25.891
31,1,2,2017,12,1,10,5,19.585
32,1,2,2017,12,1,10,5,36.999
33,1,2,2017,12,1,10,5,50.123
34,1,2,2017,12,1,10,5,55.242
35,1,2,2017,12,1,10,6,12.738
36,1,2,2017,12,1,10,6,16.579
37,1,2,2017,12,1,10,6,26.872
38,1,1,2017,12,1,10,6,39.294
39,1,2,2017,12,1,10,7,3.94
40,1,2,2017,12,1,10,7,8.581
41,1,1,2017,12,1,10,7,38.545
42,1,1,2017,12,1,10,7,46.076
43,1,1,2017,12,1,10,7,56.978
44,1,2,2017,12,1,10,11,49.134
45,1,2,2017,12,1,10,11,57.5
46,1,1,2017,12,1,10,12,10.814
47,1,1,2017,12,1,10,12,27.786
48,1,2,2017,12,1,10,12,34.209
49,1,2,2017,12,1,10,13,8.451
50,1,1,2017,12,1,10,13,16.719
51,1,2,2017,12,1,10,13,21.055
52,1,2,2017,12,1,10,13,31.824
53,1,2,2017,12,1,10,13,35.452
54,1,2,2017,12,1,10,13,42.625
55,1,2,2017,12,1,10,13,55.362
56,1,1,2017,12,1,10,14,4.879
57,1,1,2017,12,1,10,14,9.684
58,1,1,2017,12,1,10,14,33.285
59,1,1,2017,12,1,10,30,15.861
60,1,1,2017,12,1,10,31,25.374
