outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,12,9,7,20,39.242
1,2,1,2017,12,9,9,25,36.499
2,2,1,2017,12,9,9,25,40.847
3,2,1,2017,12,9,9,25,55.957
4,2,1,2017,12,9,9,26,18.813
5,2,2,2017,12,9,9,26,27.16
6,2,1,2017,12,9,9,26,51.514
7,2,1,2017,12,9,9,26,54.972
8,2,2,2017,12,9,9,27,32.398
9,2,1,2017,12,9,9,27,42.014
10,2,1,2017,12,9,9,28,8.361
11,2,1,2017,12,9,9,28,49.427
12,2,2,2017,12,9,9,28,58.708
13,2,1,2017,12,9,9,29,22.021
14,2,2,2017,12,9,9,29,37.19
15,2,1,2017,12,9,9,29,41.206
16,2,2,2017,12,9,9,30,10.526
17,2,1,2017,12,9,9,30,14.216
18,2,1,2017,12,9,9,30,26.688
19,2,1,2017,12,9,9,30,39.657
20,2,1,2017,12,9,9,30,44.406
21,2,1,2017,12,9,9,30,55.777
22,2,2,2017,12,9,9,31,3.87
23,2,1,2017,12,9,9,31,14.413
24,2,1,2017,12,9,9,31,17.682
25,2,2,2017,12,9,9,31,30.422
26,2,2,2017,12,9,9,31,37.523
27,2,2,2017,12,9,9,32,0.836
28,2,2,2017,12,9,9,32,35.654
29,2,1,2017,12,9,9,32,48.091
30,2,1,2017,12,9,9,32,52.854
31,2,2,2017,12,9,9,32,58.402
32,2,1,2017,12,9,9,33,56.852
33,2,2,2017,12,9,9,34,2.733
34,2,1,2017,12,9,9,34,11.998
35,2,1,2017,12,9,9,34,19.021
36,2,1,2017,12,9,9,34,32.651
37,2,2,2017,12,9,9,34,39.954
38,2,1,2017,12,9,9,34,57.143
39,2,2,2017,12,9,9,35,28.992
40,2,2,2017,12,9,9,38,2.117
41,2,1,2017,12,9,9,38,23.165
42,2,1,2017,12,9,9,38,28.357
43,2,2,2017,12,9,9,39,8.459
44,2,1,2017,12,9,9,40,8.879
45,2,2,2017,12,9,9,44,26.509
46,2,1,2017,12,9,9,44,37.825
47,2,2,2017,12,9,9,44,43.467
48,2,2,2017,12,9,9,44,55.451
49,2,1,2017,12,9,9,45,0.64
50,2,2,2017,12,9,9,45,4.42
51,2,2,2017,12,9,9,59,51.309
52,2,2,2017,12,9,10,0,11.669
53,2,2,2017,12,9,10,0,18.946
54,2,2,2017,12,9,10,0,26.654
55,2,2,2017,12,9,10,0,32.735
56,2,2,2017,12,9,10,0,40.8
57,2,2,2017,12,9,10,0,52.584
58,2,2,2017,12,9,10,0,59.891
59,2,2,2017,12,9,10,1,12.759
60,2,2,2017,12,9,10,1,23.275
