Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,18,8,5,49.04
1,1,0,2017,11,18,8,45,1.767
2,1,0,2017,11,18,8,45,2.348
3,1,0,2017,11,18,8,45,7.432
4,0,1,2017,11,18,9,10,12.434
5,0,1,2017,11,18,9,10,27.071
6,0,1,2017,11,18,9,30,55.638
7,0,1,2017,11,18,9,33,46.243
8,0,1,2017,11,18,9,33,47.683
9,0,1,2017,11,18,9,35,48.635
10,0,1,2017,11,18,9,35,48.803
11,0,1,2017,11,18,9,36,9.982
12,1,0,2017,11,18,9,38,18.289
13,1,0,2017,11,18,9,38,19.419
14,1,0,2017,11,18,9,38,19.581
15,1,0,2017,11,18,10,22,42.924
16,1,0,2017,11,18,10,22,45.661
17,0,1,2017,11,18,10,33,0.677
18,0,1,2017,11,18,10,33,21.146
19,0,1,2017,11,18,10,34,5.019
20,0,1,2017,11,18,10,34,9.143
21,0,1,2017,11,18,10,34,15.644
22,0,1,2017,11,18,10,34,22.004
23,0,1,2017,11,18,10,34,22.812
24,0,1,2017,11,18,10,34,28.881
25,0,1,2017,11,18,10,35,3.516
26,1,0,2017,11,18,10,39,20.681
27,0,1,2017,11,18,10,41,14.59
28,0,1,2017,11,18,11,2,54.635
29,0,1,2017,11,18,11,21,20.96
30,0,1,2017,11,18,11,26,50.99
31,1,0,2017,11,18,12,17,11.965
32,1,0,2017,11,18,12,17,12.025
33,0,1,2017,11,18,12,36,27.829
34,1,0,2017,11,18,13,1,8.033
35,1,0,2017,11,18,13,1,14.749
36,1,0,2017,11,18,13,1,33.32
37,1,0,2017,11,18,13,1,37.733
38,1,0,2017,11,18,13,1,38.852
39,1,0,2017,11,18,13,1,44.851
40,1,0,2017,11,18,13,1,51.421
41,1,0,2017,11,18,13,1,52.867
42,1,0,2017,11,18,13,4,10.602
43,1,0,2017,11,18,13,4,12.552
44,0,1,2017,11,18,14,31,28.002
45,1,0,2017,11,18,17,19,56.69
46,1,0,2017,11,18,17,20,2.419
47,0,1,2017,11,18,17,29,55.114
48,1,0,2017,11,18,17,33,58.637
49,1,0,2017,11,18,18,44,27.869
