Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,21,8,5,51.21
1,0,1,2017,11,21,8,16,23.555
2,0,1,2017,11,21,8,17,31.258
3,0,1,2017,11,21,8,50,53.441
4,0,1,2017,11,21,9,17,10.042
5,0,1,2017,11,21,9,17,19.027
6,0,1,2017,11,21,9,17,19.121
7,0,1,2017,11,21,9,17,19.297
8,1,0,2017,11,21,9,18,47.934
9,1,0,2017,11,21,9,19,0.323
10,1,0,2017,11,21,9,26,51.043
11,0,1,2017,11,21,9,56,47.793
12,0,1,2017,11,21,10,33,13.241
13,0,1,2017,11,21,10,33,46.08
14,0,1,2017,11,21,10,37,37.633
15,0,1,2017,11,21,10,55,28.61
16,0,1,2017,11,21,10,55,50.642
17,0,1,2017,11,21,10,55,51.005
18,1,0,2017,11,21,10,57,39.303
19,0,1,2017,11,21,10,59,51.147
20,0,1,2017,11,21,10,59,52.066
21,0,1,2017,11,21,11,0,6.826
22,0,1,2017,11,21,11,0,7.09
23,0,1,2017,11,21,11,0,34.161
24,0,1,2017,11,21,11,1,9.832
25,0,1,2017,11,21,11,1,12.231
26,0,1,2017,11,21,11,1,49.483
27,0,1,2017,11,21,11,1,53.35
28,0,1,2017,11,21,11,1,57.606
29,0,1,2017,11,21,11,4,18.429
30,0,1,2017,11,21,11,5,3.531
31,0,1,2017,11,21,11,6,25.188
32,0,1,2017,11,21,11,6,25.451
33,0,1,2017,11,21,11,6,27.044
34,0,1,2017,11,21,11,6,27.379
35,1,0,2017,11,21,11,7,31.082
36,0,1,2017,11,21,11,8,7.757
37,0,1,2017,11,21,11,8,7.84
38,0,1,2017,11,21,11,8,18.525
39,0,1,2017,11,21,11,8,18.724
40,0,1,2017,11,21,11,8,18.853
41,0,1,2017,11,21,11,28,4.496
42,0,1,2017,11,21,11,28,17.615
43,0,1,2017,11,21,11,28,20.658
44,0,1,2017,11,21,11,44,10.412
45,1,0,2017,11,21,11,48,0.876
46,1,0,2017,11,21,11,48,2.677
47,0,1,2017,11,21,11,54,52.688
48,0,1,2017,11,21,12,0,6.884
49,0,1,2017,11,21,12,0,8.455
50,0,1,2017,11,21,12,0,39.221
51,0,1,2017,11,21,12,0,39.408
52,0,1,2017,11,21,12,1,33.851
53,0,1,2017,11,21,12,1,52.462
54,0,1,2017,11,21,12,7,58.839
55,1,0,2017,11,21,12,9,22.161
56,0,1,2017,11,21,12,9,33.823
57,1,0,2017,11,21,12,10,34.032
58,0,1,2017,11,21,12,10,43.352
59,0,1,2017,11,21,12,11,25.524
60,0,1,2017,11,21,12,11,25.716
61,0,1,2017,11,21,12,11,50.12
62,0,1,2017,11,21,12,12,59.956
63,0,1,2017,11,21,12,17,51.106
64,0,1,2017,11,21,12,18,5.997
65,0,1,2017,11,21,12,18,46.373
66,0,1,2017,11,21,12,19,1.771
67,0,1,2017,11,21,12,19,1.906
68,0,1,2017,11,21,12,21,12.373
69,0,1,2017,11,21,12,38,27.297
70,0,1,2017,11,21,12,38,27.78
71,0,1,2017,11,21,12,38,29.249
72,0,1,2017,11,21,12,38,31.532
73,0,1,2017,11,21,12,38,32.834
74,0,1,2017,11,21,12,38,50.506
75,0,1,2017,11,21,12,38,52.839
76,0,1,2017,11,21,12,44,29.664
77,0,1,2017,11,21,13,36,38.246
78,0,1,2017,11,21,13,37,43.762
79,0,1,2017,11,21,13,37,44.486
80,1,0,2017,11,21,14,27,24.415
81,1,0,2017,11,21,14,36,11.825
82,1,0,2017,11,21,14,36,13.733
83,1,0,2017,11,21,14,36,13.782
84,1,0,2017,11,21,14,36,14.563
85,1,0,2017,11,21,14,36,14.694
86,0,1,2017,11,21,14,36,32.501
87,0,1,2017,11,21,14,36,32.805
88,0,1,2017,11,21,14,36,33.381
89,0,1,2017,11,21,14,44,22.13
90,0,1,2017,11,21,15,7,26.813
91,0,1,2017,11,21,15,13,30.812
92,0,1,2017,11,21,15,51,23.787
93,0,1,2017,11,21,15,52,17.229
94,0,1,2017,11,21,15,52,17.31
95,0,1,2017,11,21,15,52,21.238
96,0,1,2017,11,21,15,52,21.334
97,0,1,2017,11,21,15,52,45.435
98,0,1,2017,11,21,15,52,45.672
99,0,1,2017,11,21,15,52,50.366
100,0,1,2017,11,21,15,52,50.462
101,0,1,2017,11,21,15,57,59.668
102,1,0,2017,11,21,16,39,33.207
103,1,0,2017,11,21,17,8,18.889
104,1,0,2017,11,21,17,13,17.429
105,0,1,2017,11,21,17,18,22.107
106,1,0,2017,11,21,17,47,27.288
107,1,0,2017,11,21,17,51,7.106
108,1,0,2017,11,21,18,11,24.589
109,1,0,2017,11,21,18,12,19.31
110,1,0,2017,11,21,18,12,19.368
111,1,0,2017,11,21,18,14,55.672
112,1,0,2017,11,21,18,15,15.722
113,1,0,2017,11,21,18,15,25.367
114,1,0,2017,11,21,18,16,41.24
115,1,0,2017,11,21,18,16,41.653
116,1,0,2017,11,21,18,17,48.988
117,1,0,2017,11,21,18,19,3.159
118,1,0,2017,11,21,18,22,38.996
119,1,0,2017,11,21,18,26,20.425
120,1,0,2017,11,21,18,31,58.509
121,1,0,2017,11,21,18,32,49.029
122,1,0,2017,11,21,18,32,49.283
123,0,1,2017,11,21,18,33,57.45
