Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,9,8,5,44.285
1,0,1,2017,11,9,13,11,5.054
2,0,1,2017,11,9,13,13,42.976
3,0,1,2017,11,9,13,14,22.303
4,0,1,2017,11,9,13,14,22.562
5,1,0,2017,11,9,16,59,16.577
6,0,1,2017,11,9,18,32,59.634
7,0,1,2017,11,9,18,33,33.712
8,0,1,2017,11,9,18,34,34.104
9,0,1,2017,11,9,18,39,46.287
10,0,1,2017,11,9,18,39,56.241
11,0,1,2017,11,9,18,43,33.26
12,0,1,2017,11,9,18,43,33.931
13,0,1,2017,11,9,18,43,35.711
14,0,1,2017,11,9,18,43,36.7
15,0,1,2017,11,9,18,43,39.261
16,0,1,2017,11,9,18,44,7.183
17,0,1,2017,11,9,18,44,33.995
18,0,1,2017,11,9,18,45,33.334
19,0,1,2017,11,9,18,45,34.424
20,0,1,2017,11,9,18,45,46.194
