Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,12,11,7,20,24.407
1,0,1,2017,12,11,7,21,36.877
2,0,1,2017,12,11,7,21,46.59
3,1,0,2017,12,11,7,30,28.145
4,0,1,2017,12,11,7,33,49.611
5,0,1,2017,12,11,7,34,22.426
6,0,1,2017,12,11,7,34,30.992
7,0,1,2017,12,11,7,34,53.424
8,1,0,2017,12,11,7,46,11.482
9,1,0,2017,12,11,7,46,17.661
10,0,1,2017,12,11,7,59,19.071
11,0,1,2017,12,11,8,1,49.993
12,0,1,2017,12,11,8,1,51.402
13,0,1,2017,12,11,8,4,42.257
14,0,1,2017,12,11,8,15,12.332
15,0,1,2017,12,11,8,15,12.546
16,0,1,2017,12,11,8,15,43.545
17,1,0,2017,12,11,8,17,5.419
18,1,0,2017,12,11,8,24,46.107
19,1,0,2017,12,11,8,26,8.256
20,0,1,2017,12,11,8,26,33.654
21,0,1,2017,12,11,8,31,29.937
22,0,1,2017,12,11,8,32,22.461
23,0,1,2017,12,11,8,48,52.477
24,1,0,2017,12,11,8,49,49.129
25,0,1,2017,12,11,9,6,28.562
26,0,1,2017,12,11,9,17,22.921
27,1,0,2017,12,11,9,21,47.822
28,0,1,2017,12,11,9,25,32.38
29,0,1,2017,12,11,9,25,33.246
30,0,1,2017,12,11,9,27,9.085
31,1,0,2017,12,11,9,30,37.939
32,1,0,2017,12,11,9,31,6.151
33,0,1,2017,12,11,9,36,34.656
34,0,1,2017,12,11,9,36,36.416
35,0,1,2017,12,11,9,38,16.474
36,0,1,2017,12,11,9,38,17.308
37,0,1,2017,12,11,9,38,38.533
38,0,1,2017,12,11,9,38,39.696
39,0,1,2017,12,11,9,40,1.102
40,0,1,2017,12,11,9,47,1.495
41,0,1,2017,12,11,9,47,13.573
42,0,1,2017,12,11,9,50,43.148
43,0,1,2017,12,11,9,52,46.819
44,0,1,2017,12,11,9,52,47.692
45,0,1,2017,12,11,9,52,55.778
46,1,0,2017,12,11,10,4,13.497
47,0,1,2017,12,11,10,4,53.353
48,1,0,2017,12,11,10,5,53.395
49,1,0,2017,12,11,10,5,57.271
50,1,0,2017,12,11,10,15,26.219
51,1,0,2017,12,11,10,15,35.685
52,0,1,2017,12,11,10,36,48.619
53,0,1,2017,12,11,10,38,3.959
54,0,1,2017,12,11,10,38,4.167
55,0,1,2017,12,11,11,10,20.504
56,0,1,2017,12,11,11,37,24.764
57,0,1,2017,12,11,11,37,25.252
58,0,1,2017,12,11,11,37,26.726
59,0,1,2017,12,11,11,37,57.169
60,0,1,2017,12,11,11,38,11.203
61,0,1,2017,12,11,11,52,9.243
62,1,0,2017,12,11,11,54,33.982
63,0,1,2017,12,11,12,6,48.84
64,0,1,2017,12,11,12,6,55.601
65,1,0,2017,12,11,12,12,38.913
66,1,0,2017,12,11,12,40,31.278
67,1,0,2017,12,11,12,40,32.666
68,1,0,2017,12,11,12,45,52.263
69,1,0,2017,12,11,12,45,53.614
70,1,0,2017,12,11,12,45,56.147
71,1,0,2017,12,11,12,46,10.624
72,1,0,2017,12,11,12,46,15.908
73,1,0,2017,12,11,12,46,17.671
74,1,0,2017,12,11,12,46,20.366
75,0,1,2017,12,11,15,31,41.274
76,0,1,2017,12,11,15,41,51.864
77,1,0,2017,12,11,16,35,48.997
78,0,1,2017,12,11,16,46,43.425
