Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,25,8,6,8.561
1,1,0,2017,11,25,8,7,3.222
2,0,1,2017,11,25,8,12,53.844
3,1,0,2017,11,25,8,14,33.925
4,1,0,2017,11,25,8,14,57.917
5,1,0,2017,11,25,8,15,59.931
6,1,0,2017,11,25,8,16,1.176
7,0,1,2017,11,25,8,16,12.954
8,0,1,2017,11,25,8,16,28.194
9,1,0,2017,11,25,8,26,4.809
10,0,1,2017,11,25,8,26,58.724
11,0,1,2017,11,25,8,27,53.677
12,1,0,2017,11,25,8,28,22.339
13,0,1,2017,11,25,8,42,49.269
14,0,1,2017,11,25,8,42,51.765
15,1,0,2017,11,25,8,50,55.711
16,1,0,2017,11,25,8,51,2.763
17,1,0,2017,11,25,8,51,4.022
18,0,1,2017,11,25,8,52,39.893
19,0,1,2017,11,25,8,54,49.838
20,1,0,2017,11,25,8,56,0.683
21,1,0,2017,11,25,8,56,1.482
22,0,1,2017,11,25,8,58,2.616
23,1,0,2017,11,25,9,5,10.126
24,1,0,2017,11,25,9,5,26.296
25,1,0,2017,11,25,9,5,29.739
26,1,0,2017,11,25,9,5,33.451
27,1,0,2017,11,25,9,5,48.553
28,1,0,2017,11,25,9,5,54.833
29,0,1,2017,11,25,9,6,32.78
30,0,1,2017,11,25,9,6,32.907
31,1,0,2017,11,25,9,21,48.343
32,0,1,2017,11,25,9,24,31.894
33,0,1,2017,11,25,9,54,21.601
34,0,1,2017,11,25,9,54,22.604
35,0,1,2017,11,25,10,9,13.681
36,0,1,2017,11,25,10,9,29.701
37,1,0,2017,11,25,10,10,49.646
38,1,0,2017,11,25,10,10,50.445
39,1,0,2017,11,25,10,10,54.171
40,0,1,2017,11,25,10,12,34.282
41,0,1,2017,11,25,10,12,58.885
42,0,1,2017,11,25,10,13,0.152
43,0,1,2017,11,25,10,13,1.286
44,0,1,2017,11,25,10,13,1.418
45,0,1,2017,11,25,10,13,1.482
46,0,1,2017,11,25,10,13,8.44
47,0,1,2017,11,25,10,13,8.741
48,0,1,2017,11,25,10,14,18.14
49,0,1,2017,11,25,10,14,52.88
50,0,1,2017,11,25,10,18,18.753
51,0,1,2017,11,25,10,20,2.879
52,0,1,2017,11,25,10,20,7.845
53,0,1,2017,11,25,10,20,22
54,0,1,2017,11,25,10,20,22.113
55,0,1,2017,11,25,10,21,38.47
56,0,1,2017,11,25,10,21,39.205
57,0,1,2017,11,25,10,21,39.283
58,0,1,2017,11,25,10,35,8.252
59,0,1,2017,11,25,10,39,17.462
60,0,1,2017,11,25,10,46,36.929
61,1,0,2017,11,25,10,47,46.681
62,1,0,2017,11,25,10,47,47.565
63,1,0,2017,11,25,10,47,57.075
64,0,1,2017,11,25,11,1,38.502
65,0,1,2017,11,25,11,2,30.216
66,0,1,2017,11,25,11,3,16.729
67,0,1,2017,11,25,11,3,32.671
68,0,1,2017,11,25,11,3,41.686
