Var1_1,Var1_2,Var1_3,Var1_4,Var1_5,Var1_6,Var1_7,Var1_8,Var1_9
0,0,0,2017,11,24,8,5,46.957
1,1,0,2017,11,24,8,41,47.839
2,1,0,2017,11,24,8,59,8.135
3,1,0,2017,11,24,9,0,16.366
4,1,0,2017,11,24,9,0,17.901
5,0,1,2017,11,24,9,5,12.197
6,0,1,2017,11,24,9,5,20.112
7,0,1,2017,11,24,9,5,21.614
8,0,1,2017,11,24,9,5,24.55
9,0,1,2017,11,24,9,5,42.317
10,1,0,2017,11,24,9,14,15.174
11,0,1,2017,11,24,9,38,48.618
12,0,1,2017,11,24,9,44,10.687
13,0,1,2017,11,24,9,44,11.378
14,1,0,2017,11,24,9,51,2.894
15,1,0,2017,11,24,9,51,28.422
16,1,0,2017,11,24,9,55,40.806
17,0,1,2017,11,24,9,58,31.11
18,1,0,2017,11,24,10,8,29.895
19,1,0,2017,11,24,10,8,47.599
20,1,0,2017,11,24,10,9,5.203
21,1,0,2017,11,24,10,9,27.255
22,1,0,2017,11,24,10,14,12.423
23,1,0,2017,11,24,10,20,26.49
24,0,1,2017,11,24,11,0,39.871
25,0,1,2017,11,24,11,0,40.475
26,1,0,2017,11,24,11,5,41.282
27,1,0,2017,11,24,11,5,41.328
28,1,0,2017,11,24,11,5,49.447
29,1,0,2017,11,24,11,9,29.184
30,1,0,2017,11,24,11,10,40.005
31,1,0,2017,11,24,11,11,1.302
32,1,0,2017,11,24,11,11,19.47
33,1,0,2017,11,24,11,11,19.545
34,1,0,2017,11,24,11,12,3.709
35,1,0,2017,11,24,11,12,21.637
36,1,0,2017,11,24,11,12,22.763
37,0,1,2017,11,24,11,14,5.785
38,0,1,2017,11,24,11,17,54.973
39,0,1,2017,11,24,11,18,37.674
40,0,1,2017,11,24,11,18,37.752
41,1,0,2017,11,24,11,35,39.229
42,1,0,2017,11,24,11,35,43.264
43,0,1,2017,11,24,11,36,11.276
44,1,0,2017,11,24,11,37,2.149
45,1,0,2017,11,24,11,37,2.212
46,1,0,2017,11,24,11,37,2.43
47,0,1,2017,11,24,11,48,23.54
48,0,1,2017,11,24,11,49,3.148
49,0,1,2017,11,24,12,10,20.391
50,0,1,2017,11,24,12,10,20.867
51,1,0,2017,11,24,12,10,38.539
52,1,0,2017,11,24,12,10,50.701
53,1,0,2017,11,24,12,10,52.875
54,1,0,2017,11,24,12,11,38.626
55,1,0,2017,11,24,12,11,58.967
56,1,0,2017,11,24,12,12,29.352
57,1,0,2017,11,24,12,12,29.491
58,0,1,2017,11,24,12,31,45.936
59,0,1,2017,11,24,12,31,47.42
60,0,1,2017,11,24,12,32,0.218
61,0,1,2017,11,24,12,32,9.117
62,1,0,2017,11,24,12,44,47.067
63,1,0,2017,11,24,12,44,48.009
64,1,0,2017,11,24,12,44,49.956
65,0,1,2017,11,24,12,45,30.805
66,0,1,2017,11,24,12,45,34.348
67,0,1,2017,11,24,12,45,35.814
68,0,1,2017,11,24,12,46,3.455
69,1,0,2017,11,24,13,0,54.461
70,1,0,2017,11,24,13,0,54.597
71,1,0,2017,11,24,13,0,55.576
72,1,0,2017,11,24,13,0,56.6
73,1,0,2017,11,24,13,3,8.231
74,1,0,2017,11,24,13,11,16.933
75,0,1,2017,11,24,13,11,54.15
76,1,0,2017,11,24,13,12,14.227
77,1,0,2017,11,24,13,13,18.378
78,0,1,2017,11,24,13,30,16.577
79,0,1,2017,11,24,13,30,39.305
80,0,1,2017,11,24,13,30,43.982
81,0,1,2017,11,24,13,31,29.762
82,0,1,2017,11,24,13,31,31.655
83,0,1,2017,11,24,13,35,28.627
84,1,0,2017,11,24,13,48,44.258
85,1,0,2017,11,24,13,48,44.916
86,1,0,2017,11,24,13,52,8.471
87,1,0,2017,11,24,13,52,31.191
88,1,0,2017,11,24,13,52,31.403
89,1,0,2017,11,24,13,52,33.532
90,1,0,2017,11,24,13,53,2.406
91,1,0,2017,11,24,13,53,2.505
92,1,0,2017,11,24,13,56,38.341
93,1,0,2017,11,24,13,56,38.515
94,1,0,2017,11,24,13,56,39.202
95,1,0,2017,11,24,13,56,49.779
96,1,0,2017,11,24,13,56,51.137
97,1,0,2017,11,24,13,56,53.277
98,1,0,2017,11,24,13,56,54.558
99,1,0,2017,11,24,13,56,56.858
100,1,0,2017,11,24,13,56,57.131
101,1,0,2017,11,24,13,57,4.635
102,1,0,2017,11,24,13,57,4.732
103,1,0,2017,11,24,13,57,15.306
104,1,0,2017,11,24,14,5,51.011
105,1,0,2017,11,24,14,7,42.496
106,1,0,2017,11,24,14,7,44.429
107,0,1,2017,11,24,14,17,26.469
108,0,1,2017,11,24,14,17,27.115
109,0,1,2017,11,24,14,17,27.648
110,0,1,2017,11,24,14,17,28.827
111,0,1,2017,11,24,14,17,38.983
112,0,1,2017,11,24,14,17,42.154
113,0,1,2017,11,24,14,17,54.999
114,0,1,2017,11,24,14,18,29.032
115,0,1,2017,11,24,14,18,30.672
116,0,1,2017,11,24,14,18,31.966
117,0,1,2017,11,24,14,18,33.823
118,0,1,2017,11,24,14,19,4.241
119,0,1,2017,11,24,14,19,4.953
120,0,1,2017,11,24,14,19,15.198
121,0,1,2017,11,24,14,19,16.441
122,0,1,2017,11,24,14,19,27.092
123,0,1,2017,11,24,14,19,41.395
124,0,1,2017,11,24,14,19,53.251
125,0,1,2017,11,24,14,19,56.426
126,0,1,2017,11,24,14,20,0.842
127,0,1,2017,11,24,14,20,35.016
128,0,1,2017,11,24,14,20,40.61
129,0,1,2017,11,24,14,20,42.656
130,0,1,2017,11,24,14,20,51.092
131,0,1,2017,11,24,14,22,38.271
132,0,1,2017,11,24,14,22,51.542
133,0,1,2017,11,24,14,22,52.701
134,0,1,2017,11,24,14,23,34.791
135,0,1,2017,11,24,14,23,52.189
136,0,1,2017,11,24,14,23,54.585
137,0,1,2017,11,24,14,23,55.571
138,1,0,2017,11,24,14,27,6.402
139,1,0,2017,11,24,14,29,40.892
140,1,0,2017,11,24,14,32,6.511
141,1,0,2017,11,24,14,32,9.949
142,0,1,2017,11,24,14,46,39.692
143,0,1,2017,11,24,14,46,48.779
144,0,1,2017,11,24,14,46,52.832
145,0,1,2017,11,24,15,8,17.722
146,1,0,2017,11,24,15,9,31.052
147,1,0,2017,11,24,15,9,32.318
148,1,0,2017,11,24,15,9,43.011
149,1,0,2017,11,24,15,9,45.141
150,1,0,2017,11,24,15,9,46.428
151,1,0,2017,11,24,15,10,40.871
152,1,0,2017,11,24,15,10,42.702
153,1,0,2017,11,24,15,11,7.558
154,1,0,2017,11,24,15,11,9.255
155,1,0,2017,11,24,15,11,21.039
156,1,0,2017,11,24,15,12,0.166
157,1,0,2017,11,24,15,12,0.963
158,1,0,2017,11,24,15,12,2.529
159,1,0,2017,11,24,15,14,11.784
160,1,0,2017,11,24,15,15,33.771
161,1,0,2017,11,24,15,15,33.951
162,0,1,2017,11,24,15,29,6.276
163,0,1,2017,11,24,15,29,6.463
164,0,1,2017,11,24,15,29,6.553
165,1,0,2017,11,24,15,30,47.095
166,1,0,2017,11,24,15,30,47.648
167,1,0,2017,11,24,15,30,48.111
168,1,0,2017,11,24,15,30,54.107
169,1,0,2017,11,24,15,32,30.906
170,1,0,2017,11,24,15,33,17.784
171,1,0,2017,11,24,15,33,17.865
172,1,0,2017,11,24,15,33,18.087
173,0,1,2017,11,24,15,34,16.522
174,1,0,2017,11,24,16,7,17.876
175,0,1,2017,11,24,16,7,32.322
176,1,0,2017,11,24,16,17,57.793
177,1,0,2017,11,24,16,18,12.975
178,0,1,2017,11,24,16,24,42.285
179,0,1,2017,11,24,16,25,35.137
180,0,1,2017,11,24,17,20,32.55
181,0,1,2017,11,24,17,20,46.713
182,0,1,2017,11,24,17,20,47.11
183,0,1,2017,11,24,17,20,47.749
184,1,0,2017,11,24,17,50,22.269
185,1,0,2017,11,24,18,23,42.514
186,0,1,2017,11,24,18,46,34.688
187,0,1,2017,11,24,18,47,53.474
188,0,1,2017,11,24,18,47,53.876
