outputpb_1,outputpb_2,outputpb_3,outputpb_4,outputpb_5,outputpb_6,outputpb_7,outputpb_8,outputpb_9
0,0,0,2017,12,5,7,20,42.605
1,2,1,2017,12,5,9,17,33.726
2,2,1,2017,12,5,9,17,53.35
3,2,1,2017,12,5,9,17,56.537
4,2,1,2017,12,5,9,18,15.034
5,2,2,2017,12,5,9,18,38.756
6,2,1,2017,12,5,9,18,51.415
7,2,1,2017,12,5,9,18,59.856
8,2,2,2017,12,5,9,19,5.567
9,2,1,2017,12,5,9,19,17.687
10,2,1,2017,12,5,9,19,51.184
11,2,1,2017,12,5,9,19,54.471
12,2,2,2017,12,5,9,20,8.696
13,2,1,2017,12,5,9,20,21.653
14,2,2,2017,12,5,9,20,25.181
15,2,1,2017,12,5,9,20,34.027
16,2,2,2017,12,5,9,20,37.713
17,2,1,2017,12,5,9,20,43.49
18,2,1,2017,12,5,9,20,51.169
19,2,1,2017,12,5,9,20,56.139
20,2,1,2017,12,5,9,21,1.773
21,2,1,2017,12,5,9,21,19.869
22,2,2,2017,12,5,9,21,26.699
23,2,1,2017,12,5,9,21,43.292
24,2,1,2017,12,5,9,21,57.084
25,2,2,2017,12,5,9,22,3.854
26,2,2,2017,12,5,9,22,6.949
27,2,2,2017,12,5,9,22,16.658
28,2,2,2017,12,5,9,22,26.988
29,2,1,2017,12,5,9,22,32.68
30,2,1,2017,12,5,9,22,40.064
31,2,2,2017,12,5,9,22,43.876
32,2,1,2017,12,5,9,22,50.9
33,2,2,2017,12,5,9,23,13.887
34,2,1,2017,12,5,9,23,26.88
35,2,1,2017,12,5,9,25,33.61
36,2,1,2017,12,5,9,26,11.277
37,2,2,2017,12,5,9,26,16.503
38,2,1,2017,12,5,9,26,22.246
39,2,2,2017,12,5,9,26,29.414
40,2,2,2017,12,5,9,26,36.322
41,2,1,2017,12,5,9,26,41.814
42,2,1,2017,12,5,9,26,53.133
43,2,2,2017,12,5,9,26,58.44
44,2,1,2017,12,5,9,27,5.211
45,2,2,2017,12,5,9,27,10.076
46,2,1,2017,12,5,9,27,21.574
47,2,2,2017,12,5,9,27,24.981
48,2,2,2017,12,5,9,27,30.532
49,2,1,2017,12,5,9,27,42.726
50,2,2,2017,12,5,9,27,49.713
51,2,2,2017,12,5,9,29,27.765
52,2,2,2017,12,5,9,30,32.583
53,2,2,2017,12,5,9,32,18.445
54,2,2,2017,12,5,9,32,27.377
55,2,2,2017,12,5,9,32,39.541
56,2,2,2017,12,5,9,32,46.306
57,2,2,2017,12,5,9,32,54.024
58,2,2,2017,12,5,9,33,30.199
59,2,2,2017,12,5,9,33,58.274
60,2,2,2017,12,5,9,42,59.104
