foster,1,2,2,1,2016,4,18,10,10,1.495
foster,2,2,2,1,2016,4,18,10,10,7
foster,3,2,2,1,2016,4,18,10,10,11.662
foster,5,2,2,1,2016,4,18,10,10,16.765
alien,6,2,1,1,2016,4,18,10,10,21.373
foster,8,2,2,1,2016,4,18,10,10,25.469
foster,9,2,2,1,2016,4,18,10,10,29.993
alien,10,2,1,1,2016,4,18,10,10,33.718
foster,12,2,2,1,2016,4,18,10,10,36.775
foster,13,2,2,1,2016,4,18,10,10,42.248
foster,14,2,2,1,2016,4,18,10,10,46.192
alien,15,2,1,1,2016,4,18,10,10,50.678
foster,16,2,2,1,2016,4,18,10,10,54.702
alien,18,2,1,1,2016,4,18,10,10,58.671
foster,20,2,2,1,2016,4,18,10,11,8.915
alien,21,2,1,1,2016,4,18,10,11,17.069
foster,22,2,2,1,2016,4,18,10,11,30.231
foster,23,2,2,1,2016,4,18,10,11,34.246
foster,24,2,2,1,2016,4,18,10,11,37.893
foster,25,2,2,1,2016,4,18,10,11,44.359
foster,26,2,2,1,2016,4,18,10,11,48.414
alien,28,2,1,1,2016,4,18,10,11,54.336
foster,30,2,2,1,2016,4,18,10,12,4.907
foster,31,2,2,1,2016,4,18,10,12,10.511
alien,32,2,1,1,2016,4,18,10,12,14.414
alien,33,2,1,1,2016,4,18,10,12,19.096
alien,35,2,1,1,2016,4,18,10,12,24.092
alien,36,1,1,1,2016,4,18,10,13,33.25
alien,39,1,1,1,2016,4,18,10,13,37.744
alien,41,1,1,1,2016,4,18,10,13,52.112
alien,42,1,1,1,2016,4,18,10,13,57.246
alien,45,1,1,1,2016,4,18,10,14,3.099
alien,46,1,1,1,2016,4,18,10,14,9.09
alien,47,1,1,1,2016,4,18,10,14,51.949
alien,48,1,1,1,2016,4,18,10,15,51.84
alien,49,1,1,1,2016,4,18,10,15,57.175
foster,50,1,2,1,2016,4,18,10,16,0.822
alien,51,1,1,1,2016,4,18,10,16,8.17
foster,52,1,2,1,2016,4,18,10,16,14.039
alien,53,1,1,1,2016,4,18,10,17,1.799
alien,54,1,1,1,2016,4,18,10,17,5.2
foster,55,1,2,1,2016,4,18,10,17,9.718
foster,58,1,2,1,2016,4,18,10,17,17.168
alien,60,1,1,1,2016,4,18,10,17,20.18
alien,62,1,1,1,2016,4,18,10,17,30.544
alien,64,1,1,1,2016,4,18,10,17,35.651
foster,65,1,2,1,2016,4,18,10,18,9.91
foster,66,1,2,1,2016,4,18,10,18,14.281
foster,68,1,2,1,2016,4,18,10,18,17.286
alien,70,1,1,1,2016,4,18,10,18,29.687
foster,71,1,2,1,2016,4,18,10,18,34.02
alien,74,1,1,1,2016,4,18,10,18,40.206
alien,76,1,1,1,2016,4,18,10,18,45.474
alien,77,1,1,1,2016,4,18,10,18,59.363
alien,80,1,1,1,2016,4,18,10,19,5.537
alien,81,1,1,1,2016,4,18,10,19,9.706
foster,82,2,2,1,2016,4,18,10,20,58.86
foster,83,2,2,1,2016,4,18,10,21,3.155
foster,84,2,2,1,2016,4,18,10,21,9.29
foster,85,2,2,1,2016,4,18,10,21,35.845
